FERMI GBM data for time interval: 17-Apr-2024 21:50:03.141 to 17-Apr-2024 22:28:10.988
Current time: 18-Jul-2024 16:39:49.00
Data units: Flux
Energies are binned into spex_eband bins(3 bins)

     Time at center of bin      5.00-10.0      10.0-20.0      20.0-30.0
                                      kev            kev            kev

  17-Apr-2024 22:18:02.528         1.1788        0.41359        0.16022
  17-Apr-2024 22:18:06.624         1.1189        0.40050        0.15441
  17-Apr-2024 22:18:10.720         1.0987        0.39757        0.16270
  17-Apr-2024 22:18:14.816         1.0999        0.38376        0.14972
  17-Apr-2024 22:18:18.912         1.0581        0.39736        0.17709
  17-Apr-2024 22:18:23.008         1.0431        0.40106        0.16070
  17-Apr-2024 22:18:27.104         1.0463        0.39876        0.16864
  17-Apr-2024 22:18:31.200         1.0258        0.37766        0.15511
  17-Apr-2024 22:18:35.296         1.0259        0.39260        0.16069
  17-Apr-2024 22:18:39.392        0.95292        0.37993        0.16119
  17-Apr-2024 22:18:43.489        0.96535        0.38351        0.15869
  17-Apr-2024 22:18:47.585        0.97543        0.36364        0.16228
  17-Apr-2024 22:18:51.681        0.99009        0.37548        0.16032
  17-Apr-2024 22:18:55.777        0.92218        0.37703        0.16139
  17-Apr-2024 22:18:59.873        0.95514        0.36403        0.16228
  17-Apr-2024 22:19:03.969        0.94103        0.36717        0.15742
  17-Apr-2024 22:19:08.065        0.93009        0.36484        0.15905
  17-Apr-2024 22:19:12.161        0.83649        0.35749        0.15937
  17-Apr-2024 22:19:16.257        0.81042        0.35411        0.15252
  17-Apr-2024 22:19:20.353        0.85321        0.34766        0.15109
  17-Apr-2024 22:19:24.449        0.80473        0.36120        0.15109
  17-Apr-2024 22:19:28.545        0.79542        0.36392        0.15126
  17-Apr-2024 22:19:32.641        0.82147        0.34175        0.16386
  17-Apr-2024 22:19:36.737        0.80206        0.34429        0.15936
  17-Apr-2024 22:19:40.834        0.76758        0.34974        0.15502
  17-Apr-2024 22:19:44.930        0.79149        0.35176        0.15594
  17-Apr-2024 22:19:49.026        0.75270        0.34153        0.15378
  17-Apr-2024 22:19:53.122        0.76980        0.34464        0.14783
  17-Apr-2024 22:19:57.218        0.77563        0.35254        0.16745
  17-Apr-2024 22:20:01.314        0.70854        0.33598        0.16364
  17-Apr-2024 22:20:05.410        0.71601        0.33224        0.15339
  17-Apr-2024 22:20:09.506        0.67674        0.33279        0.15247
  17-Apr-2024 22:20:13.602        0.67898        0.33831        0.15410
  17-Apr-2024 22:20:17.698        0.67017        0.33104        0.15661
  17-Apr-2024 22:20:21.794        0.65481        0.33695        0.15141
  17-Apr-2024 22:20:25.890        0.66708        0.32789        0.15751
  17-Apr-2024 22:20:29.986        0.65342        0.32082        0.15751
  17-Apr-2024 22:20:34.082        0.66008        0.34009        0.15932
  17-Apr-2024 22:20:38.178        0.64635        0.33671        0.16164
  17-Apr-2024 22:20:42.275        0.64326        0.31609        0.14995
  17-Apr-2024 22:20:46.371        0.64067        0.32574        0.15410
  17-Apr-2024 22:20:50.467        0.63755        0.32552        0.15319
  17-Apr-2024 22:20:54.563        0.65917        0.33792        0.15895
  17-Apr-2024 22:20:58.659        0.61377        0.34397        0.14707
  17-Apr-2024 22:21:02.755        0.64241        0.34713        0.15571
  17-Apr-2024 22:21:06.851        0.60946        0.33991        0.16005
  17-Apr-2024 22:21:10.947        0.61816        0.32905        0.15282
  17-Apr-2024 22:21:15.043        0.58524        0.35012        0.16490
  17-Apr-2024 22:21:19.139        0.58736        0.33102        0.15553
  17-Apr-2024 22:21:23.235        0.56582        0.36933        0.15931
  17-Apr-2024 22:21:27.331        0.61913        0.34912        0.15590
  17-Apr-2024 22:21:31.427        0.59131        0.32945        0.15714
  17-Apr-2024 22:21:35.523        0.56843        0.33809        0.16362
  17-Apr-2024 22:21:39.620        0.55165        0.35082        0.15641
  17-Apr-2024 22:21:43.716        0.60501        0.38052        0.15877
  17-Apr-2024 22:21:47.812        0.63592        0.38470        0.16059
  17-Apr-2024 22:21:51.908        0.61173        0.42301        0.16690
  17-Apr-2024 22:21:56.004        0.64888        0.46711        0.16604
  17-Apr-2024 22:22:00.100        0.67182        0.46026        0.16910
  17-Apr-2024 22:22:04.196        0.62592        0.46629        0.16387
  17-Apr-2024 22:22:08.292        0.62152        0.45824        0.15901
  17-Apr-2024 22:22:12.388        0.63742        0.46652        0.15272
  17-Apr-2024 22:22:16.484        0.64825        0.40787        0.16257
  17-Apr-2024 22:22:20.580        0.62632        0.40832        0.16421
  17-Apr-2024 22:22:24.676        0.60378        0.38333        0.15286
  17-Apr-2024 22:22:28.772        0.61031        0.36364        0.15051
  17-Apr-2024 22:22:32.868        0.60017        0.35735        0.15500
  17-Apr-2024 22:22:36.964        0.57771        0.37070        0.15320
  17-Apr-2024 22:22:41.061        0.58913        0.38718        0.15247
  17-Apr-2024 22:22:45.157        0.57421        0.38564        0.15266
  17-Apr-2024 22:22:49.253        0.56230        0.38386        0.15500
  17-Apr-2024 22:22:53.349        0.59003        0.36186        0.16093
  17-Apr-2024 22:22:57.445        0.56583        0.35225        0.16111
  17-Apr-2024 22:23:01.541        0.54634        0.35414        0.15029
  17-Apr-2024 22:23:05.637        0.53147        0.36815        0.14601
  17-Apr-2024 22:23:09.733        0.52741        0.35258        0.15209
  17-Apr-2024 22:23:13.829        0.52876        0.34533        0.16019
  17-Apr-2024 22:23:17.925        0.52915        0.33450        0.14346
  17-Apr-2024 22:23:22.021        0.51108        0.33272        0.14777
  17-Apr-2024 22:23:26.117        0.48995        0.30798        0.15801
  17-Apr-2024 22:23:30.213        0.50618        0.31972        0.14469
  17-Apr-2024 22:23:34.309        0.50797        0.32524        0.15531
  17-Apr-2024 22:23:38.406        0.51238        0.31563        0.15009
  17-Apr-2024 22:23:42.502        0.47317        0.30619        0.15476
  17-Apr-2024 22:23:46.598        0.47455        0.30995        0.15136
  17-Apr-2024 22:23:50.694        0.45950        0.29969        0.16284
  17-Apr-2024 22:23:54.790        0.45292        0.30913        0.15314
  17-Apr-2024 22:23:58.886        0.42420        0.27569        0.15076
  17-Apr-2024 22:24:02.982        0.43788        0.28454        0.15545
  17-Apr-2024 22:24:07.078        0.43614        0.27690        0.15600
  17-Apr-2024 22:24:11.174        0.42907        0.28925        0.14664
  17-Apr-2024 22:24:15.270        0.40625        0.29205        0.15278
  17-Apr-2024 22:24:19.366        0.39168        0.29005        0.15132
  17-Apr-2024 22:24:23.462        0.40136        0.27336        0.14970
  17-Apr-2024 22:24:27.558        0.39387        0.29122        0.15006
  17-Apr-2024 22:24:31.654        0.40399        0.28376        0.14772
  17-Apr-2024 22:24:35.751        0.36652        0.28391        0.15183
  17-Apr-2024 22:24:39.847        0.37364        0.28671        0.14521
  17-Apr-2024 22:24:43.943        0.37492        0.29159        0.16550
  17-Apr-2024 22:24:48.039        0.37587        0.29949        0.14971
  17-Apr-2024 22:24:52.135        0.36039        0.27294        0.14465
  17-Apr-2024 22:24:56.231        0.33927        0.28040        0.15184
  17-Apr-2024 22:25:00.327        0.35598        0.28628        0.14752
  17-Apr-2024 22:25:04.423        0.36260        0.28080        0.15346
  17-Apr-2024 22:25:08.519        0.33048        0.28159        0.15436
  17-Apr-2024 22:25:12.615        0.32782        0.27627        0.15417
  17-Apr-2024 22:25:16.711        0.34583        0.26016        0.14751
  17-Apr-2024 22:25:20.807        0.31108        0.27684        0.14572
  17-Apr-2024 22:25:24.903        0.33706        0.27627        0.15489
  17-Apr-2024 22:25:28.999        0.29960        0.24973        0.14354
  17-Apr-2024 22:25:33.096        0.31284        0.25899        0.14392
  17-Apr-2024 22:25:37.192        0.30136        0.25169        0.14516
  17-Apr-2024 22:25:41.288        0.30053        0.25880        0.15111
  17-Apr-2024 22:25:45.384        0.30317        0.26390        0.14500
  17-Apr-2024 22:25:49.480        0.30095        0.26368        0.14607
  17-Apr-2024 22:25:53.576        0.28377        0.25092        0.13708
  17-Apr-2024 22:25:57.672        0.25693        0.26876        0.13618
  17-Apr-2024 22:26:01.768        0.28466        0.25661        0.14768
  17-Apr-2024 22:26:05.864        0.26658        0.25422        0.13491
  17-Apr-2024 22:26:09.960        0.26353        0.25719        0.14480
  17-Apr-2024 22:26:14.056        0.25736        0.24972        0.14192
  17-Apr-2024 22:26:18.152        0.27145        0.24954        0.14085
  17-Apr-2024 22:26:22.248        0.27190        0.25779        0.14319
  17-Apr-2024 22:26:26.344        0.26702        0.24873        0.13940
  17-Apr-2024 22:26:30.441        0.26661        0.26366        0.14121
  17-Apr-2024 22:26:34.537        0.26836        0.25071        0.14785
  17-Apr-2024 22:26:38.633        0.24592        0.24914        0.15270
  17-Apr-2024 22:26:42.729        0.23799        0.26188        0.13904
  17-Apr-2024 22:26:46.825        0.24680        0.25659        0.13150
  17-Apr-2024 22:26:50.921        0.25912        0.24169        0.14570
  17-Apr-2024 22:26:55.017        0.24679        0.24363        0.14587
  17-Apr-2024 22:26:59.113        0.24194        0.25441        0.14407
  17-Apr-2024 22:27:03.209        0.23843        0.26011        0.14946
  17-Apr-2024 22:27:07.305        0.22567        0.25049        0.14604
  17-Apr-2024 22:27:11.401        0.23140        0.24149        0.14659
  17-Apr-2024 22:27:15.497        0.22346        0.24951        0.14838
  17-Apr-2024 22:27:19.593        0.22522        0.25205        0.14083
  17-Apr-2024 22:27:23.689        0.22920        0.25895        0.14372
  17-Apr-2024 22:27:27.785        0.22173        0.24463        0.14157
  17-Apr-2024 22:27:31.882        0.21115        0.24107        0.13796
  17-Apr-2024 22:27:35.978        0.24109        0.25249        0.14175
  17-Apr-2024 22:27:40.074        0.21250        0.25248        0.14498
  17-Apr-2024 22:27:44.170        0.20457        0.24208        0.14875
  17-Apr-2024 22:27:48.266        0.21955        0.24916        0.14230
  17-Apr-2024 22:27:52.362        0.20807        0.24068        0.15161
  17-Apr-2024 22:27:56.458        0.19490        0.23973        0.14660
  17-Apr-2024 22:28:00.554        0.19623        0.24289        0.14895
  17-Apr-2024 22:28:04.650        0.22439        0.24446        0.14140
  17-Apr-2024 22:28:08.746       0.070645       0.067699       0.039420
  17-Apr-2024 22:28:10.988         0.0000         0.0000         0.0000
