Energy,Transmission(keV),counts_nonatt_C5(ct / (keV s)),counts_noatt_M1)(ct / (keV s)),counts_attenuated_C5(ct / (keV s)),counts_attenuated_M1(ct / (keV s))
7.145,0.0028597971631303285,120128.5931927217,312233.2784840076,343.5434100233828,892.9238440434467
7.155,0.0028932812392760874,116874.0456713814,303815.6626215926,338.1494836993044,879.024156861287
7.165,0.002927134209013971,113691.0670803083,295582.4143478467,332.7890117100726,865.2093966205241
7.175,0.0029613611399470015,110588.6548047824,287557.824274837,327.49294485789585,851.5625662952108
7.185,0.0029959671644168274,107569.8500037698,279750.1254359824,322.27573849253764,838.122190047692
7.195,0.0030309574794745633,104630.2734330026,272147.775605192,317.1299098412279,824.8683359929217
7.205,0.0030663373468339666,101775.8955506543,264766.5835330205,312.0792295344442,811.863663280936
7.215,0.003102112092806607,99007.13394974126,257607.9764779998,307.13122749961593,799.1288190358432
7.225,0.003138287108219172,96324.93957702945,250674.5592597332,302.2953160745822,786.6887376833436
7.235,0.0031748678483128558,93729.69355364707,243967.4205995846,297.5793904956908,774.5643196974407
7.245,0.003211859832624791,91221.79607139913,237487.8495688549,292.9916226616168,762.7776847666438
7.255,0.003249268644851434,88801.9292673667,231238.0185890005,288.5413243707695,751.3544432988124
7.265,0.003287099932694217,86478.73286366754,225244.8577439028,284.26423697564275,740.4023567297014
7.275,0.003325359407686985,84234.21209695627,219453.0795678516,280.1090296457144,729.7603626868357
7.285,0.0033640528450057617,82075.83700948296,213886.1174597222,276.1074529979803,719.524201947615
7.295,0.0034031860832603976,80003.38114527948,208543.7304787831,272.2663933273924,709.7131213166019
7.305,0.0034427650242684666,78015.95250460197,203423.702499416,268.5905926178335,700.3400080721832
7.315,0.003482795632811335,76112.47292416422,198523.321559194,265.08418830275014,691.4161573375612
7.325,0.003523283936372374,74291.75122938995,193839.567092421,261.75093371148216,682.9518329701019
7.335,0.0035642360248575055,72552.4097632159,189368.9243593964,258.5939125682775,674.9555421902767
7.345,0.003605658050298054,70892.9394817961,185107.5230217742,255.61569795183087,667.4344305541925
7.355,0.0036475562265359867,69311.7171057742,181051.1848640346,252.81838530106754,660.3943766725274
7.365,0.0036899368288916385,67806.98086179087,177195.3575214426,250.20347593787264,653.8396756269921
7.375,0.0037328061938140494,66376.87122116398,173535.2275123074,247.77199602035842,647.7733721028713
7.385,0.003776170718513817,65019.17658250642,170064.9483373666,245.52351075274004,642.1942781571288
7.395,0.0038200368605789056,63732.06805426701,166779.790452211,243.4588491682233,637.1049471270718
7.405,0.0038644111375730596,62513.92562468022,163675.7379490488,241.57951043742813,632.5103446807938
7.415,0.003909300126617377,61362.154258596,160745.8474921397,239.88307741264438,628.4037619542394
7.425,0.003954710463954919,60274.43441677029,157984.1014070881,238.36793649696597,624.7813789731264
7.435,0.004000648844498385,59248.47717368084,155384.5202435805,237.0323517431752,621.6389013654164
7.445,0.004047122021361421,58281.87470070208,152940.8351932387,235.87385854743843,618.9702220759641
7.455,0.004094136805372996,57374.90245560988,150655.9717305244,234.9006998481979,616.8061588111735
7.465,0.004141700064575835,56522.05917151307,148511.1143639943,234.09741612061487,615.0884919515844
7.475,0.0041898187237082276,55721.05141340691,146501.6790136595,233.46110451660107,613.8154777861233
7.485,0.004238499763670054,54970.18026142832,144623.7052090337,232.9910960469642,612.987540349577
7.495,0.004287750220972695,54266.6696369749,142870.0432029897,232.68192472739133,612.5910593139976
7.505,0.0043375771871733,53607.93436098291,141233.9742784319,232.52855313568313,612.6132648839468
7.515,0.004387987808293446,52990.21580659613,139706.0856320107,232.52042091818248,613.0286004976632
7.525,0.0044389892842224285,52415.04162306002,138288.7311560571,232.669808096836,613.8621957304538
7.535,0.004490588868105213,51879.05530660257,136973.8701976244,232.96750824764416,615.0933367307406
7.545,0.004542793865715601,51379.57516601915,135754.3204323749,233.40681888726542,616.7038941045827
7.555,0.004595611634814286,50914.49502722832,134623.9517770917,233.98324572782454,618.6793991114798
7.565,0.0046490495844925,50481.13135266623,133576.130137083,234.68928273982425,621.0020523119218
7.575,0.004703115174501099,50068.85993986185,132584.4641820907,235.47961495313447,623.5600053978883
7.585,0.004757815914565513,49686.08668241642,131671.1883421896,236.39725395008244,626.4672753842227
7.595,0.004813159363686611,49326.30206455856,130816.7318887544,237.41535265806425,629.6417780172392
7.605,0.004869153129427842,48998.22886074297,130042.1915893119,238.57987939370824,633.195344134753
7.615,0.004925804867188794,48667.67605829507,129276.0295451708,239.72747560271736,636.7884955444446
7.625,0.0049831222794653705,48340.61139575882,128528.3585546984,240.88717764918334,640.4725270570311
7.635,0.005041113115096934,48059.06793793754,127877.6085704248,242.27119768127153,644.6454896916006
7.645,0.0050997851685005155,47768.08567898011,127206.4470214771,243.60697487332465,648.7255518577755
7.655,0.005159146278892392,47412.09057759261,126379.0691790397,244.60591067789593,652.0081044849268
7.665,0.005219204329497275,47103.34922124246,125668.5018669971,245.84200418933074,655.8895890256676
7.675,0.0052799672467454,46757.56797321913,124817.4562091239,246.8784274360687,659.0320806062525
7.685,0.0053414429994576565,46342.11124828793,123807.8466484768,247.5337457072555,661.3125557584335
7.695,0.005403639598018966,45947.20221012288,122851.1746444,248.28212128080455,663.8434719716234
7.705,0.005466565093540536,45657.95037575511,122137.9011832287,249.59215776670888,667.6747872065414
7.715,0.00553022757701072,45427.03646046572,121585.8978748386,251.221849775539,672.3976854030415
7.725,0.005594635178435127,45223.55390411954,121096.3311574081,253.00928556584438,677.4897942726651
7.735,0.005659796065966043,44887.6489634233,120225.5466252741,254.05493901364792,680.4520758183435
7.745,0.005725718445021531,44636.56599528255,119572.6462500437,255.57640924161018,684.6393061539098
7.755,0.005792410557394536,44578.57956848475,119481.3740672031,258.2174349261434,692.085172558873
7.765,0.005859880680351983,44511.19633330507,119362.7122832715,260.8302994528884,699.451251663155
7.775,0.005928137125724493,44434.20383035424,119216.0539333663,263.4120533787325,706.7291153047623
7.785,0.005997188238986835,44347.41489037432,119040.8649912688,265.9597950100225,713.9104754844569
7.795,0.006067042398329161,44250.66528912687,118836.6739643491,268.47066246340523,720.9871394181251
7.805,0.006137708013719923,44143.9001433511,118603.34846738,270.94236966669814,727.9527223422548
7.815,0.006209193525959879,44026.93325607738,118340.3359903111,273.3717489415033,734.7980480909565
7.825,0.006281507405728316,43899.67913366506,118047.3933958658,275.75615958721386,741.5155758430549
7.835,0.0063546581526213045,43762.08115165755,117724.3606525786,278.09306576605576,748.0980681830393
7.845,0.0064286542941821515,43614.10162034127,117371.1318623015,280.37998166850366,754.5384308596041
7.855,0.006503504384924813,43455.73289282183,116987.6897356275,282.6145494185882,760.829953177877
7.865,0.006579217005350086,43286.99611110717,116574.0995333715,284.79454092471934,766.9662980333312
7.875,0.006655800760955264,43107.93217059278,116130.4835048188,286.9178077442393,772.9413604814757
7.885,0.006733264281237006,42918.57991453243,115656.9301596329,288.9821411399372,778.7486767213792
7.895,0.0068116162186883395,42719.07764843062,115153.873610811,290.9859621574565,784.3839931321874
7.905,0.006890865247789708,42509.52947093816,114621.6149734469,292.9274393311802,789.8421032660577
7.915,0.006971020063994136,42290.04965749787,114060.4646953667,294.80478466972596,795.117787899896
7.925,0.00705208938270754,42060.81395457132,113470.9400119053,296.6166195170696,800.2072113038016
7.935,0.007134081938263594,41821.96949346756,112853.4366843361,298.36135718595796,805.1056643206963
7.945,0.007217006482894141,41573.76990771566,112208.7335596224,300.03816694233325,809.8111575371362
7.955,0.0073008717856948785,41316.0114007615,111535.9050991269,301.6429019332676,814.3093426301572
7.965,0.007385686631587103,41049.52612596162,110837.8697453766,303.1789363415003,818.6137728520206
7.975,0.00747145982027543,40774.26036420387,110114.1507060781,304.6432480125982,822.7134526442159
7.985,0.0075582001652018845,40490.80574098442,109366.635174105,306.0376146406658,826.6149200404947
7.995,0.007645916492496721,40199.23562612254,108595.4060352052,307.3599986595321,830.3114060139535
8.005,0.007735285314562297,39899.89019821516,107801.5891786949,308.6370347029019,833.8760496604366
8.015,0.007826339345271856,39592.7629678712,106984.6591881638,309.8663986034729,837.2982475448265
8.025,0.007918428106419363,39279.13883259425,106149.570871705,311.0290369279626,840.537745474863
8.035,0.008011560925655893,38958.80119034637,105294.9127387249,312.1208093269753,843.5766085679154
8.045,0.008105747139395747,38632.33194154392,104422.42580894,313.1439141233565,846.42177928958
8.055,0.008200996091670317,38299.62112066105,103531.6545966857,314.09504312299526,849.0626947115807
8.065,0.008297317132980084,37960.91068341035,102623.2510512314,314.9737145969874,851.4976591894987
8.075,0.008394719619145195,37616.78128044256,101698.9719857976,315.7823318240249,853.7343553760727
8.085,0.00849321291015476,37267.72985254239,100760.2740461981,316.522764315773,855.7784603599014
8.095,0.008592806369015223,36913.9419592792,99807.62401773025,317.19435557315256,857.6275873358293
8.105,0.00869350936059824,36555.84494311074,98842.27892614379,317.79858019751106,859.2862770672932
8.115,0.008795331250488106,36193.84494772843,97865.41546336938,318.3368555440769,860.7587469669746
8.125,0.008898281403829133,35828.3148105432,96878.10692466074,318.8104274091924,862.0486572858789
8.135,0.00900236918417342,35459.65133888301,95881.50791418494,319.22087249469416,863.1607321787384
8.145,0.009107603952329055,35088.28999616469,94876.92899729394,319.5702486495376,864.1014935205974
8.155,0.009213995065209247,34714.67408526496,93865.7116299667,319.86083571197867,864.8782037508673
8.165,0.00932155187468241,34338.75190044411,92847.37372529935,320.090457151839,865.4816106084025
8.175,0.009430283726423868,33961.13198349291,91823.85795984059,320.26311027486634,865.9250334161416
8.185,0.009540199958769013,33582.16368851156,90796.16757116027,320.3805566365122,866.2135941187677
8.195,0.009651309901568613,33202.18917649973,89765.284207006,320.44461715290606,866.3525762841977
8.205,0.00976362287504618,32821.53208525427,88732.13868620065,320.4570614616507,866.3471390283587
8.215,0.00987714818865788,32440.54874527286,87697.74829116315,320.4201072784395,866.2036556834368
8.225,0.009991895139955262,32059.52383382275,86662.93725424875,320.3354003844534,865.9269815649759
8.235,0.010107873013450886,31678.72740404751,85628.4899691906,320.2045538278389,865.5219029421316
8.245,0.010225091079487304,31298.56123433942,84595.51696099176,320.0306392780312,864.9968658424539
8.255,0.010343558593109717,30919.13073424621,83564.35799825036,319.8138403976951,864.3528332504992
8.265,0.01046328479294186,30541.00514228508,82536.61378938594,319.5592346664306,863.6040959233973
8.275,0.010584278900066812,30164.32102185812,81512.68095556425,319.26758652649465,862.7529491258566
8.285,0.010706550116911295,29789.3699831067,80493.3912236481,318.94138267534487,861.8065272161361
8.295,0.01083010762613494,29416.34991973138,79479.31468971705,318.5822355987367,860.7695321410833
8.305,0.010954960589524027,29045.49786857995,78471.12714701961,318.19228445339746,859.6481053111288
8.315,0.011081118146890605,28677.03870243057,77469.46918135267,317.7736539645876,858.4483407754695
8.325,0.011208589414976492,28311.18667277161,76474.95077683126,317.32846726585143,857.1763237880391
8.335,0.011337383486362866,27948.14433308408,75488.14801362736,316.8588300363934,855.8380827058146
8.345,0.011467509428385515,27588.10294459558,74509.60432101392,316.36683062842,854.4395900565013
8.355,0.01159897628205621,27231.24184873722,73539.82732619056,315.8545283344395,852.9867129429934
8.365,0.011731793060989804,26877.73183104962,72579.30389033628,315.3239877906527,851.4853737521174
8.375,0.01186596875033798,26527.73112715426,71628.48273432575,314.7772285721806,849.9413377596329
8.385,0.012001512305729494,26181.38615890924,70687.77724434991,314.21622816720514,848.3602284627308
8.395,0.012138432652217061,25838.8335175517,69757.57366016347,313.64294046465017,846.747609855965
8.405,0.012276738683231259,25500.19915485271,68838.22768546492,313.05928139448133,845.1089327112282
8.415,0.012416439259541723,25165.59895741154,67930.06621454828,312.4671308846869,843.4495410495861
8.425,0.012557543208225417,24835.13888188618,67033.38773068367,311.8683295915648,841.7746628217876
8.435,0.012700059321642674,24508.91650611228,66148.46733506871,311.26469353681324,840.0894591911152
8.445,0.0128439963564209,24187.0164930825,65275.54189899653,310.65795170984387,838.3988223141113
8.455,0.012989363032446103,23869.51820152199,64414.83443728156,310.04983732914917,836.7076691807613
8.465,0.013136168031862646,23556.48909577221,63566.53323234618,309.4419990028039,835.0206617430804
8.475,0.013284419998081174,23247.98874248372,62730.80471889772,308.83604656581673,833.3423567034498
8.485,0.013434127534794924,22944.0675969724,61907.78906965811,308.23353026468294,831.6771337589703
8.495,0.013585299205004769,22644.8936512437,61098.01019453611,307.63765571765856,830.0347493232047
8.505,0.01373794353005299,22350.36530080019,60301.1218533307,307.0480563784488,828.4134068199014
8.515,0.013892068988665775,22060.51090829808,59517.20314995413,306.4661394632908,826.8170921715988
8.525,0.014047684016005086,21775.32353426358,58746.21897608912,305.8928643556139,825.2483213111418
8.535,0.014204797002729587,21494.83605451987,57988.26782559047,305.3297827614077,823.711573002428
8.545,0.014363416294064891,21219.12907807076,57243.60548402107,304.7791843458277,822.2137357402106
8.555,0.014523550188883386,20948.13866073229,56512.02116589132,304.2413432028338,820.7551756780628
8.565,0.014685206938793875,20681.85787902198,55793.49234386643,303.71736283216234,819.3389809076901
8.575,0.014848394747240532,20420.29778075314,55088.05763069812,303.20864230482243,817.9692255593417
8.585,0.015013121768612404,20163.44280514208,54395.67135253034,302.7162221080497,816.6488377009593
8.595,0.015179396107362155,19911.24795544017,53716.2106236106,302.2407197075312,815.3796384422803
8.605,0.015347225817135974,19663.730362922,53049.71210052222,301.7837102870371,814.1659111407654
8.615,0.015516618899912809,19420.84833682547,52396.05941535546,301.34590235552633,813.0096858052591
8.625,0.01568758330515462,19182.55719697316,51755.13280490058,300.92796403340975,811.9129573462185
8.635,0.015860126928966635,18948.89282256132,51127.08457888446,300.5318453292074,810.8820509291202
8.645,0.016034257613268828,18719.6952402907,50511.36360598847,300.1564159247034,809.9122164559105
8.655,0.01620998314497736,18494.79894780661,49907.4937518931,299.8003792136901,808.99963252625
8.665,0.016387311255197663,18274.39247083827,49316.07294224852,299.4681574192674,808.157837188658
8.675,0.016566249618427606,18058.32255102654,48736.64532604304,299.15867907038603,807.3834320360021
8.685,0.016746805851772108,17846.52838517324,48169.03788812098,298.8723459946362,806.6775255790169
8.695,0.016928987514168832,17639.13749679361,47613.65282882036,298.6127384439263,806.0509342430694
8.705,0.017112802105624998,17435.92487156852,47069.81772609329,298.37753185569704,805.4964758944742
8.715,0.01729825706646508,17236.82575519386,46537.34964870279,298.16704292320946,805.0150374152292
8.725,0.01748535977659043,17041.77268044924,46016.05794033477,297.9815265485248,804.6073285871843
8.735,0.01767411755474975,16850.69552728811,45505.74474718774,297.8211736285859,804.273882078232
8.745,0.017864537657821297,16662.96785343948,45004.51525730459,297.6762167088353,803.984857586111
8.755,0.018056627280106576,16477.14551763538,44508.44235091651,297.5216752520208,803.6723543486099
8.765,0.018250393552635406,16296.73240844717,44027.24269328799,297.4217800761487,803.5145061898975
8.775,0.01844584354248277,16118.22870267328,43550.84258595041,297.31432483146637,803.3320284837371
8.785,0.018642984252097598,15941.50963321838,43079.00100397674,297.1973130467524,803.121137313235
8.795,0.018841822618642652,15768.54608646184,42617.74445696802,297.1081483150058,802.9959814648327
8.805,0.01904236551334671,15597.95210344461,42162.46755505763,297.02190521346745,802.873118128029
8.815,0.019244619740868454,15420.81677529642,41692.46083329681,296.7677549341849,802.3555547978486
8.825,0.019448592038671948,15235.34861337039,41199.95512524298,296.30607974838705,801.2811192424422
8.835,0.01965428907641452,15076.01791819011,40777.17958176063,296.3084142853134,801.4464752207912
8.845,0.019861717455345863,14923.56693410741,40370.22633336913,296.4076698711835,801.8220290417408
8.855,0.020070883707719867,14772.18106035595,39969.97764621874,296.4907281717862,802.2327731374189
8.865,0.02028179429621777,14630.24125629143,39595.33681779077,296.7275436641415,803.0644764278903
8.875,0.020494455613383703,14492.51414280121,39232.03939155321,297.01618782597495,804.0392899327082
8.885,0.02070887398107199,14357.12473544105,38875.10690790675,297.31988687678023,805.0596899565421
8.895,0.020925055649906623,14224.01084602669,38524.36512730659,297.63821851798383,806.1244841662125
8.905,0.02114300679875293,14091.35162040655,38174.38522277546,297.93354311387384,807.121286303355
8.915,0.02136273353420074,13946.42514776089,37786.44858733435,297.9337641862921,807.2218323749997
8.925,0.0215842418900605,13802.5763986538,37400.7896158033,297.91814769458375,807.2676899467615
8.935,0.021807537826870317,13681.13178633553,37082.70368394905,298.35179894490994,808.6824633103421
8.945,0.022032627231415983,13561.46478395354,36769.34499193362,298.79469829682364,810.1252717506055
8.955,0.0222595159162628,13443.53790484453,36460.61002526763,299.2466459637691,811.5955291740959
8.965,0.022488209619299274,13327.31231487454,36156.39128771382,299.7073929987673,813.0925063555144
8.975,0.02271871400329286,13212.74804619983,35856.57791804008,300.17664405918043,814.6153388567387
8.985,0.02295103465545792,13099.80414875016,35561.05606198488,300.6540589976763,816.1630300632968
8.995,0.023185177087035623,12988.43892372219,35269.70963186026,301.13925653064535,817.7344636230061
9.005,0.0234211467328857,12878.61027929152,34982.42166071153,301.6318210669368,819.3284307872038
9.015,0.02365894895109036,12770.2754274896,34699.07259923989,302.13129443034006,820.9435872755947
9.025,0.023898589022570083,12663.39145159616,34419.54263638998,302.6371879336238,822.5785038119126
9.035,0.024140072150711248,12557.91518626642,34143.71089686683,303.1489786589839,824.2316445433912
9.045,0.02438340346100587,12453.80397483426,33871.45866015288,303.66612694266234,825.901442323289
9.055,0.024628588000702917,12351.01462327138,33602.66433214519,304.18805054720775,827.586175562319
9.065,0.024875630738471703,12249.50536366056,33337.2123414949,304.71417215534865,829.2841840570488
9.075,0.02512453656407703,12149.23226285935,33074.97632059907,305.2438302136741,830.9934519228733
9.085,0.025375310288065948,12050.1560375387,32815.8500058736,305.7764484721558,832.7123762656735
9.095,0.02562795664146627,11952.23570554009,32559.7184323684,306.3113784301664,834.4390522430875
9.105,0.025882480275497284,11855.43019679677,32306.4647157828,306.84793822612727,836.1714357772973
9.115,0.026138885761290916,11759.70236088541,32055.98846124838,307.38551659796684,837.9078203538312
9.125,0.026397177589625873,11665.01356654804,31808.18220460144,307.9234347015637,839.6462344580416
9.135,0.026657360170672197,11571.32459003353,31562.93171500023,308.4609672482796,841.3844387690934
9.145,0.026919437833747985,11478.59757993971,31320.13371034594,308.99739397179707,843.1203923603322
9.155,0.027183414827087454,11386.69916037143,31079.4324680669,309.529366787625,844.845105369913
9.165,0.02744929531761985,11295.72671573099,30841.08031972609,310.05973844722814,846.5659216105951
9.175,0.027717083390760427,11205.61860427314,30604.90944340612,310.5870652996951,848.2788272095587
9.185,0.02798678305021214,11116.35691898918,30370.86872900778,311.11106940047483,849.9829141652128
9.195,0.028258398217778917,11027.76008623334,30138.47009600364,311.6268359669097,851.6648896474924
9.205,0.028531932733189762,10929.13867295087,29879.14234665189,311.8294494483371,852.5096795600734
9.215,0.028807390353934172,10837.98668734514,29639.62978126027,312.21411315309336,853.8403850548572
9.225,0.02908477475510815,10747.44436302372,29401.45638920015,312.5869984916017,855.1347365520218
9.235,0.029364089529271872,10663.69669153167,29181.46918346865,313.12974436313624,856.8872736990616
9.245,0.029645338186317545,10579.44340513968,28959.97482462716,313.63117756837266,858.5282475433143
9.255,0.029928524153348457,10493.72521445448,28734.40918909978,314.0617085394026,859.9784594481706
9.265,0.030213650774568477,10411.91004784451,28519.14862286771,314.5818140817946,861.6675968793405
9.275,0.03050072131118242,10330.56560786133,28304.99762898858,315.08970259226425,863.3228443954599
9.285,0.03078973894130721,10249.6442466618,28091.7736659813,315.5838705959882,864.9383775738529
9.295,0.03108070675989262,10169.1587230966,27879.54958272723,316.0646402673695,866.5161051786317
9.305,0.031373627778653795,10089.15792109916,27668.55500953141,316.5334852166216,868.0629460422452
9.315,0.031668504926012836,10009.58670001597,27458.559947546,316.9886457168083,869.5715409600792
9.325,0.03196534104705143,9929.927165836534,27247.99854876918,317.4135084283456,870.9915664609692
9.335,0.032264138903473516,9842.272559262026,27012.40469392232,317.55244897787577,871.5319771615497
9.345,0.032564901173577514,9764.300189011623,26806.38135877813,317.97347068430776,872.9471597698403
9.355,0.03286763045223983,9687.178385247953,26602.67558345146,318.3945992912551,874.3669101177062
9.365,0.03317232925090658,9610.39472790003,26399.70523556232,318.79917814507655,875.7397142009555
9.375,0.033478999997596584,9533.949346355934,26197.47431482341,319.18709014373627,877.0652425230095
9.385,0.0337876450369133,9457.842544293031,25995.98726696083,319.5582267015899,878.3431901601904
9.395,0.034098266630066806,9382.074320901298,25795.24759031502,319.9124717371954,879.5732301231498
9.405,0.03441086695490517,9306.645230755821,25595.2605192154,320.2497308320413,880.7551044028581
9.415,0.03472544810595522,9231.557285246403,25396.03544164795,320.56996344597684,881.8887108259455
9.425,0.035042012094473204,9156.811054539703,25197.57767696756,320.8730837199862,882.9738217077253
9.435,0.03536056084850374,9082.40879704194,24999.89738128289,321.15906891878717,884.010392557203
9.445,0.035681096212949154,9008.351155503307,24803.00033629632,321.4278442995452,884.9982413691993
9.455,0.03600361994964737,8934.638700489411,24606.89042665579,321.679336159832,885.9371310639312
9.465,0.03632813373745814,8861.272982073016,24411.57573284969,321.91350997687306,886.8269879650513
9.475,0.03665463917235963,8788.246920731062,24217.03975642607,322.1300198369977,887.6668540944855
9.485,0.036983137767552736,8715.575157223246,24023.32792025186,322.3293167630474,888.4580461097707
9.495,0.0373136309535743,8643.262801993842,23830.45797146769,322.5115184283548,889.2009142020083
9.505,0.037646120078419054,8571.299673259027,23638.40376918349,322.67617672762333,889.8941867568352
9.515,0.03798060640767063,8499.696177031125,23447.19869541054,322.8236150846019,890.5388250128361
9.525,0.038317091124639685,8425.288855288565,23247.03581365216,322.83256081950316,890.7587896494721
9.535,0.038655575330511976,8353.807885152148,23055.67717182665,322.9212500011238,891.2304657115104
9.545,0.038996060044503164,8283.619095145847,22868.07802688558,323.0285076201004,891.7649438388136
9.555,0.039338546204022815,8213.771084248861,22681.27966254855,323.1178133069904,892.2485679715292
9.565,0.03968303466484577,8144.267692289419,22495.29617664785,323.1892571529045,892.6816179738892
9.575,0.04002952620129208,8075.112631706533,22310.1411020966,323.24293266928134,893.0643778008993
9.585,0.04037802150641398,8006.309793288651,22125.82897969852,323.27894902042203,893.3971983895045
9.595,0.040728521192190975,7937.862859647783,21942.37335494863,323.2974156998704,893.680418193992
9.605,0.041081025789733175,7869.775428954343,21759.78743255966,323.2984473562818,893.9143886960952
9.615,0.041435535749490826,7802.051009398759,21578.08406236376,323.28216351929325,894.0994735715918
9.625,0.04179205144147227,7734.693014302021,21397.27572979705,323.2486883377063,894.2360480070445
9.635,0.04215057315546891,7667.704760309002,21217.37455085336,323.1981504339418,894.3244981727289
9.645,0.04251110110128753,7601.089476257614,21038.39229598406,323.1306832051201,894.365221903127
9.655,0.042873635408989114,7534.850292246079,20860.34036661705,323.0464242910735,894.3586273857577
9.665,0.04323817612913594,7468.990240334304,20683.22979475869,322.945515518372,894.3051327851684
9.675,0.04360472323304386,7403.512249199436,20507.07123443578,322.82810257879146,894.2051654978874
9.685,0.043973276613042976,7338.419141647934,20331.87495584239,322.694334818134,894.0591614950584
9.695,0.04434383608274393,7273.713628109273,20157.65083265371,322.5443648376982,893.8675643363828
9.705,0.04471640137731158,7209.398336952816,19984.40842330412,322.37834972410474,893.6308283445935
9.715,0.045090972153744385,7145.475797888927,19812.15693138575,322.1964502278641,893.3494164987287
9.725,0.045467547991160776,7081.948435222229,19640.90518987727,321.9988303493927,893.0237993105835
9.735,0.04584612839109165,7018.809779678878,19470.62211852907,321.78525431180753,892.6526415005127
9.745,0.04622671277777855,6956.069588226556,19301.34978288874,321.55623091718934,892.2379526370363
9.755,0.04660930049847936,6893.742899534192,19133.15404486062,321.31253436364756,891.7829263606045
9.765,0.04699389082377769,6831.819919484441,18965.9892188682,321.0537994239615,891.2856267164368
9.775,0.04738048294790036,6770.302563897217,18799.86239894492,320.78020518085816,890.7465598160828
9.785,0.04776907598903955,6709.192644280854,18634.78032888717,320.4919332497573,890.1662375696707
9.795,0.048159668989680424,6648.49186319294,18470.74939211023,320.1891674119557,889.5451767153695
9.805,0.048552260916935173,6588.201817581622,18307.77562452506,319.8720936206495,888.8838989306465
9.815,0.04894685066288147,6528.32399968836,18145.8647182845,319.54089989165124,888.1829305147213
9.825,0.04934343704490771,6468.859194593731,17985.01950361813,319.1957464208082,887.4426776282185
9.835,0.049742018806061564,6409.80976416045,17825.24972839584,318.8368778321461,886.6639072126096
9.845,0.05014259461540577,6351.17640474088,17666.55782804215,318.4644637938522,885.8470474211409
9.855,0.050545163068377086,6292.959261266118,17508.94453479731,318.07865204334973,884.9924566664997
9.865,0.05094972268715236,6235.161095571192,17352.42110354198,317.6797287290733,884.1010431761541
9.875,0.05135627192101688,6177.707305516574,17196.75327965251,317.2640162305617,883.1611375884731
9.885,0.05176480914673958,6120.680023711385,17042.20001136074,316.83583327568135,882.1862310286518
9.895,0.05217533266895208,6064.079313101506,16888.7624990302,316.3953554919815,881.1768017538232
9.905,0.052587840720532346,6007.90225431896,16736.43317926122,315.9426068146527,880.1328822608218
9.915,0.05300233146299257,5952.152968478989,16585.2250991376,315.4779845537586,879.0555980928348
9.925,0.05341880298687225,5896.830679188595,16435.1350825623,315.00163629851966,877.945243038028
9.935,0.05383725331213446,5841.931339487249,16286.15107161877,314.513537356072,876.8016407224297
9.945,0.054257680388566785,5787.456443708797,16138.27707527178,314.0139619855033,875.6254795722307
9.955,0.05468008209618708,5733.408737005323,15991.52824873676,313.5032604304473,874.4180774844208
9.965,0.055104456245651606,5679.789060614996,15845.91245410739,312.9816877751897,873.1803894997865
9.975,0.05553080057866864,5626.58766991727,15701.38773423231,312.4489178365718,871.9106310780082
9.985,0.05595911276841483,5573.809830852095,15557.97736230494,311.90545287435157,870.6106096656673
9.995,0.05638939041995552,5521.458874938508,15415.69803697131,311.3517001866359,869.2818152029171
10.005,0.056823969711800024,5469.535795052124,15274.55692639427,310.8007363556479,867.9609601465933
10.015,0.05726288357207526,5418.033593348009,15134.52477486582,310.25222684547964,866.6465301018301
10.025,0.05770380256048989,5366.952566258185,14995.60598623435,309.6935712348768,865.3034871045672
10.035,0.058146723985030555,5316.276235870671,14857.74318418132,309.12404691534914,863.9290919710602
10.045,0.0585916450845828,5266.02755300621,14721.02166970554,308.54521739137385,862.5288769538395
10.055,0.059038563029389465,5216.196324871659,14585.40840847656,307.95673549960514,861.1015536332304
10.065,0.059487474921512816,5166.770014785401,14450.86060543887,307.3581016797709,859.6452078603222
10.075,0.059938377795299314,5117.775727511564,14317.46602409098,306.7511750272009,858.1656876233271
10.085,0.06039126861784652,5069.186369446553,14185.13960809388,306.13459571117295,856.6585764540516
10.095,0.06084614428947552,5021.006770082967,14053.89809602305,305.5089024109016,855.1255113802038
10.105,0.06130300164420442,4973.14392997024,13923.4461649998,304.86865051583084,853.5490431459745
10.115,0.06176183745022483,4925.384512915686,13793.10443463914,304.2007976665534,851.8874740261579
10.125,0.06222264841038279,4878.206990868759,13664.39676097495,303.53495846589817,850.2349553981178
10.135,0.0626854311626594,4831.69313638847,13537.59412366772,302.8767675001733,848.6099245471953
10.145,0.06315018228065751,4785.579484964326,13411.85221939259,302.21021679407227,846.960912375883
10.155,0.06361689827408834,4739.774829645848,13286.88116059458,301.5297731796643,845.2701671734462
10.165,0.06408557558926102,4694.474493128647,13163.308990267,300.8480999812537,843.578233300555
10.175,0.06455621060957602,4649.594574237301,13040.86768334408,300.1602065836051,841.8690006975742
10.185,0.06502879965601868,4605.103391609099,12919.4571596434,299.46434584820025,840.1367912989668
10.195,0.0655033389876557,4560.998121875679,12799.06991890638,298.7606060992836,838.3818156248316
10.205,0.06597982480213534,4517.259400951036,12679.63798416482,298.0479838605482,836.6002927496953
10.215,0.06645825323618647,4473.823030056334,12560.92735045609,297.3224638653669,834.7772907379515
10.225,0.06693862036612178,4430.633482201692,12442.72884189128,296.5804926465272,832.8991022659544
