Energy,Transmission(keV),counts_nonatt_C5(ct / (keV s)),counts_noatt_M1)(ct / (keV s)),counts_attenuated_C5(ct / (keV s)),counts_attenuated_M1(ct / (keV s))
1.835,1.0819256275841895e-05,69.90923504807819,149.5917780920859,0.000756365930033226,0.0016184717839371483
1.845,4.0418392574502654e-36,73.85611596813094,158.1273871039461,2.9851454892279102e-34,6.391254808747642e-34
1.855,8.087590925824738e-36,78.33915096402575,167.7582607053706,6.335750064734689e-34,1.356760187012896e-33
1.865,1.602400871536414e-35,82.67348131317934,177.146866202658,1.32476058509188e-33,2.8386029279308368e-33
1.875,3.1442608813938296e-35,87.22056188667761,187.0029204494229,2.7424420079347003e-33,5.8798596747552266e-33
1.885,6.111430273945915e-35,91.98981660347678,197.3475013611839,5.621893500852206e-33,1.206075494306322e-32
1.895,1.1768565343036503e-34,96.9902397257434,208.2007465474931,1.141435973849186e-32,2.4502240902131544e-32
1.905,2.2456294846598846e-34,102.2314390151752,219.5841023742097,2.2957393371168631e-32,4.931045346540998e-32
1.915,4.246804393723271e-34,107.7239022495652,231.5210928725576,4.574823413824696e-32,9.83224794450791e-32
1.925,7.961040320875059e-34,113.5088493418929,244.1017988650777,9.036485263869417e-32,1.9433042631630173e-31
1.935,1.4795609335557441e-33,119.5762545962417,257.3105416859026,1.769203548815147e-31,3.8070662527052826e-31
1.945,2.72660161919269e-33,125.888211463129,271.0552573377403,3.432470012126393e-31,7.390597035477739e-31
1.955,4.983161721814935e-33,132.4924849824482,285.4456952490439,6.602314795926759e-31,1.422422062221887e-30
1.965,9.033369426084847e-33,139.3978588764603,300.5028410797947,1.2592323564363066e-30,2.7145531770618508e-30
1.975,1.6245067231519005e-32,146.6188708755664,316.2583899722683,2.38183341478298e-30,5.137638807631454e-30
1.985,2.898572243201066e-32,154.1657592893375,332.7354440972648,4.468605907280906e-30,9.644577225895118e-30
1.995,5.132158389686516e-32,162.1179810616607,350.0927025618527,8.320151566246416e-30,1.7967312006208385e-29
2.005,1.0521148162574992e-31,170.5815049283548,368.5429751978278,1.794713287146237e-29,3.8774952463325464e-29
2.015,2.482768605193041e-31,179.2227546865008,387.4362897707661,4.449686286718581e-29,9.619146567553318e-29
2.025,5.771065535707443e-31,188.2433154211478,407.171447325151,1.0863645099542915e-28,2.3498131067822976e-28
2.035,1.321810237448379e-30,197.6483862975994,427.7611676411315,2.612536604233188e-28,5.654190905709199e-28
2.045,2.9841336462469437e-30,207.4548410432691,449.2430084416696,6.190729712340308e-28,1.340601176831986e-27
2.055,6.642664754628947e-30,217.6910798525996,471.6776759070651,1.4460488635339789e-27,3.1331966732931568e-27
2.065,1.4583992370615445e-29,228.4747005956307,495.3062918203389,3.3320732903653264e-27,7.22354318102565e-27
2.075,3.1590176774120294e-29,241.3492369981841,523.5485473826831,7.62426506107169e-27,1.6538991161652851e-26
2.085,6.753007345116945e-29,253.4372119480271,550.0808771822153,1.7114633538109873e-26,3.7147002040198724e-26
2.095,1.4250711176906022e-28,266.2209068190597,578.0970871449643,3.79383725233243e-26,8.238294621113558e-26
2.105,2.969554701713609e-28,280.4432608075377,609.2764321123448,8.327916036949194e-26,1.8092796936225058e-25
2.115,6.111949216815354e-28,294.9998771465466,641.2427781836603,1.803024268086461e-25,3.9192432959081243e-25
2.125,1.2428445544742616e-27,309.1829820478234,672.4302255637207,3.8426638557425063e-25,8.357262441057697e-25
2.135,2.4975524723309066e-27,323.9610744010333,704.9418828115251,8.091097823092774e-25,1.760629342265529e-24
2.145,4.961149568793346e-27,339.3766173082029,738.8703403558404,1.6836981586171353e-24,3.665646270450571e-24
2.155,9.743752838417775e-27,355.428586637708,774.2162787202748,3.463208299905985e-24,7.543772063329925e-24
2.165,1.8925617480265608e-26,372.1218530567539,810.9929982559646,7.04263584699973e-24,1.53485432641661e-23
2.175,3.636258022366341e-26,389.498169480843,849.2920358019184,1.41631584347172e-23,3.0882449785165677e-23
2.185,6.912554547470754e-26,407.5821917893606,889.1688487947114,2.817434133321642e-23,6.146428169205218e-23
2.195,1.3004618443391856e-25,426.3980485514703,930.6777882845468,5.545143926418746e-23,1.2103109530380357e-22
2.205,2.4217277913825936e-25,445.9721082287289,973.878190715004,1.0800230486789986e-22,2.358467879875923e-22
2.215,4.464911600566764e-25,466.3303633751071,1018.829036096231,2.0821238491300303e-22,4.548981582260317e-22
2.225,8.15171742307999e-25,487.4980744144388,1065.58732362633,3.9739465469221262e-22,8.68636675181793e-22
2.235,1.474078992649553e-24,509.5132469471845,1114.235970964667,7.510627738015087e-22,1.6424718376534932e-21
2.245,2.6406589750331588e-24,532.9776398298361,1166.178742779112,1.4074121881086471e-21,3.079480363612548e-21
2.255,4.687121924842855e-24,556.9579128781091,1219.246876529793,2.6105296446657022e-21,5.714758766778963e-21
2.265,8.244854260830423e-24,581.7522757361606,1274.123095106332,4.79646272935108e-21,1.0504959229509888e-20
2.275,1.4375434528854223e-23,607.4801564969931,1331.085573887137,8.732791217300642e-21,1.9134933519716887e-20
2.285,2.484830690407696e-23,634.6498753584733,1391.456886838259,1.5769974879541534e-20,3.457534776794854e-20
2.295,4.258779482080555e-23,663.2176471497198,1455.11186484021,2.824497707834968e-20,6.19700055411346e-20
2.305,7.238672671866272e-23,692.0912950158912,1519.15960938424,5.00982234366807e-20,1.0996699148652738e-19
2.315,1.2203637969318715e-22,722.0623072672124,1585.669082807593,8.81178698918003e-20,1.9350931425725522e-19
2.325,2.041012857300744e-22,753.5075980813504,1655.521296952281,1.5379186957578375e-19,3.3789402526148086e-19
2.335,3.3868504352455312e-22,785.7847846425028,1727.208515128995,2.6613355398757767e-19,5.849796911224425e-19
2.345,5.57707323982271e-22,819.2577634990739,1801.580902941056,4.569060549327688e-19,1.00475486431682e-18
2.355,9.114678743159693e-22,853.9611883186415,1878.717218554917,7.783581890651313e-19,1.7123903896370606e-18
2.365,1.4786459312226057e-21,889.9304744150483,1958.697992638882,1.3158920750648143e-18,2.896220817309368e-18
2.375,2.381422598239562e-21,927.2051585744885,2041.613040893213,2.2080673178335834e-18,4.861943432443689e-18
2.385,3.8081882387671745e-21,965.8278001983969,2127.558596690639,3.6780540693899076e-18,8.102143625205287e-18
2.395,6.047401656741461e-21,1005.829636874292,2216.607142833254,6.082655812433255e-18,1.3404713707914776e-17
2.405,9.537732653909898e-21,1047.261990855298,2308.873416265483,9.988504887379266e-18,2.2021417376059794e-17
2.415,1.4941821011748676e-20,1090.159682616652,2404.437631140406,1.6288970851882756e-17,3.5926676718412934e-17
2.425,2.3254061397409806e-20,1134.546217762955,2503.356258137657,2.638280740605883e-17,5.821320012632315e-17
2.435,3.5957094765529913e-20,1180.536986391708,2605.885595900533,4.2448680293899746e-17,9.370007531992486e-17
2.445,5.524757831629674e-20,1228.229976025183,2712.24437937882,6.785673179087457e-17,1.4984493376266702e-16
2.455,8.435988152254676e-20,1277.425095153465,2821.996575305998,1.0776342968107433e-16,2.380632967498467e-16
2.465,1.2802735626940623e-19,1328.433262681414,2935.828881314947,1.7007579860144308e-16,3.7586641013412103e-16
2.475,1.931357232894785e-19,1381.429173861118,3054.172560564145,2.668033226668538e-16,5.898698265354347e-16
2.485,2.896431627681419e-19,1436.28290723987,3176.70959341084,4.1600952388277773e-16,9.201122138314139e-16
2.495,4.3186851819383013e-19,1492.526510355699,3302.373424637691,6.44575212392324e-16,1.4261911174209638e-15
2.505,6.402847032391167e-19,1550.629692763535,3432.239586381566,9.928444726648628e-16,2.1976105050118697e-15
2.515,9.440016004124784e-19,1610.642959517559,3566.42336484517,1.5204495314776662e-15,3.3667093641622967e-15
2.525,1.3841848298752597e-18,1672.611857089283,3705.029682946658,2.315203958852471e-15,5.128445881372307e-15
2.535,2.0187380007506638e-18,1736.582547657183,3848.165003526405,3.505705180395956e-15,7.768436925777565e-15
2.545,2.928681770492851e-18,1802.601979934311,3995.937485739254,5.2792475580879364e-15,1.1702829270513591e-14
2.555,4.226799885223153e-18,1870.719363154976,4148.459984044842,7.907156389468183e-15,1.7534710184413582e-14
2.565,6.069298611600534e-18,1940.981088893641,4305.83879058778,1.1780393827965068e-14,2.6133421393490134e-14
2.575,8.671451787434429e-18,2013.427106924189,4468.169201176455,1.745933608520669e-14,3.8745513806101036e-14
2.585,1.2328491621427525e-17,2088.260054096926,4635.868758609687,2.5745096580295744e-14,5.715326914855714e-14
2.595,1.7443370637345556e-17,2165.328206201184,4808.654500022183,3.7770622452265854e-14,8.387914271082653e-14
2.605,2.4563481344884455e-17,2244.657097339888,4986.591794579819,5.513659273617083e-14,1.224880545207153e-13
2.615,3.44289997677851e-17,2326.363912123764,5169.92950899369,8.00943825902927e-14,1.779955018646091e-13
2.625,4.8036243863980865e-17,2410.480818405703,5358.746696677427,1.1579044442238453e-13,2.574140631268988e-13
2.635,6.67203404497262e-17,2497.069250655234,5553.182411934979,1.6660531053025991e-13,3.7051022110373353e-13
2.645,9.226261299201048e-17,2586.661595025696,5754.419358912611,2.3865215768315234e-13,5.309177663050873e-13
2.655,1.2702948321565958e-16,2679.705013225525,5963.457828464374,3.4040154300045065e-13,7.575349661282089e-13
2.665,1.741513757640107e-16,2774.223368301553,6175.965525935047,4.831348162663832e-13,1.0755528930126903e-12
2.675,2.377521904511515e-16,2871.558379840432,6394.972097190475,6.827192948154224e-13,1.5204186239810295e-12
2.685,3.232424349652705e-16,2971.418857288776,6619.630995482734,9.604886667317457e-13,2.1397456415514163e-12
2.695,4.37692178385494e-16,3074.043929327483,6850.595734180243,1.3454849838800497e-12,2.9984521701317235e-12
2.705,5.903036924083267e-16,3179.478771100762,7087.973065758081,1.876858058514669e-12,4.184056672407763e-12
2.715,7.93008107938379e-16,3287.768219325644,7331.869122256758,2.6072268549473626e-12,5.814231660292655e-12
2.725,1.061215762009781e-15,3398.957758985067,7582.391612780441,3.6070275482403954e-12,8.046553493213369e-12
2.735,1.4147562952004084e-15,3513.092017665781,7839.646154742068,4.970169047610968e-12,1.1091188749565015e-11
2.745,1.8790521551215036e-15,3630.21267803705,8103.732619572123,6.8213589562149235e-12,1.5227336243335426e-11
2.755,2.486578162609032e-15,3750.480401469023,8374.994033524465,9.325862665586027e-12,2.0825077275742866e-11
2.765,3.2786704245446936e-15,3873.933662640953,8653.526843168695,1.2701351726348994e-11,2.8372062528700805e-11
2.775,4.307760378835426e-15,4000.345386125167,8938.875119323917,1.7232529356007098e-11,3.850653207038136e-11
2.785,5.640124410700729e-15,4129.892306935991,9231.41729246552,2.329310641391483e-11,5.206634201659961e-11
2.795,7.359256594664138e-15,4262.63159713428,9531.286047658263,3.136979969183418e-11,7.014317970185936e-11
2.805,9.569992037286705e-15,4398.661948971971,9838.702148257904,4.209515982637778e-11,9.415630121606374e-11
2.815,1.2403531401766134e-14,4538.365664709978,10154.48520761201,5.6291761034927445e-11,1.2595147614138527e-10
2.825,1.602354390554786e-14,4685.746996369722,10487.71908959786,7.508227272661925e-11,1.6805042730122374e-10
2.835,2.0633556854844172e-14,4844.487995892209,10846.04163929309,9.9959018495852e-11,2.2379241681436123e-10
2.845,2.6485875116493694e-14,5000.779924145058,11199.36252870401,1.3245003255597483e-10,2.9662491731959345e-10
2.855,3.3892314372622116e-14,5167.069580323554,11575.75257412795,1.751239466015385e-10,3.923290453420342e-10
2.865,4.3237078146922166e-14,5341.528152071101,11971.25244053023,2.3095207013508297e-10,5.176019772877382e-10
2.875,5.499216106910699e-14,5535.006857977271,12412.29950308957,3.043819886524979e-10,6.825791735118983e-10
2.885,6.973572033878138e-14,5706.503739364017,12801.19484307763,3.9794714888049927e-10,8.92700543579112e-10
2.895,8.817392459171645e-14,5882.247567267156,13199.88340762846,5.186608534260218e-10,1.1638855242036811e-09
2.905,1.1116686513668604e-13,6063.051678285501,13610.52264849462,6.740104482367222e-10,1.5130391357050122e-09
2.915,1.3975919964302698e-13,6247.579886085809,14029.50279684486,8.731567645852264e-10,1.960752082276646e-09
2.925,1.752162936854347e-13,6436.614286194636,14458.86025037441,1.127799699109744e-09,2.5334279039862605e-09
2.935,2.190667320048756e-13,6630.539484028441,14899.48346151276,1.4525306161954045e-09,3.263981150474292e-09
2.945,2.731521898744885e-13,6828.710290072472,15349.94014140334,1.8652771697517495e-09,4.192869764066638e-09
2.955,3.396857865571428e-13,7031.594234742158,15811.28570679883,2.3885326183790605e-09,5.370869021793671e-09
2.965,4.2132018853003855e-13,7239.276224884446,16283.72035081846,3.0500532238893405e-09,6.8606601281772584e-09
2.975,5.212268909852539e-13,7451.844153148619,16767.45116197269,3.884101560052297e-09,8.73964643890211e-09
2.985,6.431882831700586e-13,7669.389531073195,17262.69415625182,4.9328614854533894e-09,1.110316261724941e-08
2.995,7.917042975034614e-13,7892.027589996478,17769.72817329394,6.248152159016097e-09,1.4068370160265146e-08
3.005,9.761579368634384e-13,8119.793756688528,18288.62106381096,7.926201121285702e-09,1.785258260572693e-08
3.015,1.2055069672484594e-12,8352.812542735383,18819.67569564614,1.0069373716387823e-08,2.268725017245792e-08
3.025,1.484937873174666e-12,8591.182536606764,19363.1240047542,1.2757372323964181e-08,2.8753036177637024e-08
3.035,1.82453770940001e-12,8835.657230840436,19920.94450590351,1.6120989805001242e-08,3.63465144578859e-08
3.045,2.2362490164491785e-12,9085.327062436025,20490.72211049489,2.0317053707491664e-08,4.5822357165927636e-08
3.055,2.7341773953652825e-12,9340.657066611491,21073.6002164147,2.5539013409388128e-08,5.7618961350686e-08
3.065,3.3349441536892464e-12,9602.461748654547,21672.02617299756,3.2023673669700096e-08,7.227499698423855e-08
3.075,4.0580896881472046e-12,9872.788312195,22292.04418368229,4.0064660442978775e-08,9.046311462952297e-08
3.085,4.9265338482314695e-12,10146.90451482446,22919.3006727571,4.998906854705542e-08,1.1291271054213214e-07
3.095,5.9671001459402545e-12,10426.31001930008,23558.29832162945,6.221483603778384e-08,1.4057472535309914e-07
3.105,7.211111341621933e-12,10711.63120481278,24211.0544192803,7.724276526829685e-08,1.7458860911549799e-07
3.115,8.695064645250985e-12,11003.4051700852,24878.89439170316,9.567531927177973e-08,2.163235950382312e-07
3.125,1.0461395527436883e-11,11301.57776139848,25561.64048676532,1.1823027504607418e-07,2.6741043146219625e-07
3.135,1.2559339935745106e-11,11606.02044933609,26258.91605666051,1.4576395612442113e-07,3.2979465309979476e-07
3.145,1.504590555994462e-11,11917.02199850893,26971.46914259813,1.7930238754534784e-07,4.0581017753249193e-07
3.155,1.7986963684835507e-11,12234.67950378299,27699.53149442746,2.2006473593014596e-07,4.982304670772241e-07
3.165,2.1458474111295443e-11,12559.08682609297,28443.32784593289,2.6949883951922764e-07,6.103504142210397e-07
3.175,2.5547856614775548e-11,12890.33516318365,29203.07687962999,3.2932043446541525e-07,7.460760208310539e-07
3.185,3.035552344507214e-11,13228.51333690602,29978.99178863301,4.015584467419002e-07,9.100279880994746e-07
3.195,3.599658845077146e-11,13573.70610420806,30771.27708067876,4.88607112384902e-07,1.1076609971778497e-06
3.205,4.260276953508326e-11,13925.99236444286,31580.12359854014,5.932858432496884e-07,1.34540072755805e-06
3.215,5.032450231511339e-11,14285.55579686307,32406.01036278222,7.18913485771917e-07,1.6308163435254224e-06
3.225,5.933328406201058e-11,14652.34982713174,33248.79623198193,8.693720344691591e-07,1.9727602715520905e-06
3.235,6.982426824238339e-11,15026.38487258592,34108.46999646886,1.0492063280567312e-06,2.3815989583707273e-06
3.245,8.20191312592074e-11,15407.78839310387,34985.3796167475,1.2637334186280785e-06,2.8694704429392125e-06
3.255,9.616923429989524e-11,15796.62380429094,35879.68102249232,1.519149215782158e-06,3.4505214508575683e-06
3.265,1.125591045367213e-10,16192.94107141092,36791.50072570103,1.8226629468139095e-06,4.14121837624704e-06
3.275,1.3151026128635815e-10,16596.78717250936,37720.95820335369,2.1826478175707835e-06,4.960693069294839e-06
3.285,1.5338541411675644e-10,17008.18987234569,38668.12868155748,2.6088082469461667e-06,5.9311269309407215e-06
3.295,1.785930612858127e-10,17427.18513702443,39633.10711385454,3.112374343215808e-06,7.078197927731803e-06
3.305,2.0759251830264527e-10,17853.99068589328,40616.41563517985,3.706354888236559e-06,8.43166400613392e-06
3.315,2.408994078127951e-10,18288.23858187631,41617.20365501518,4.405625844313115e-06,1.0025559715317649e-05
3.325,2.790916434180473e-10,18730.10715710578,42635.90248057127,5.227416387872782e-06,1.1899324091914236e-05
3.335,3.2281594144300984e-10,19179.583933583,43672.50012506403,6.1914754440048215e-06,1.4098179243042509e-05
3.345,3.727948960482713e-10,19636.66767151844,44726.99883783246,7.320449483338167e-06,1.6673996882300904e-05
3.355,4.298346544567858e-10,20101.41716607249,45799.60774552743,8.64028570167047e-06,1.968625856955511e-05
3.365,4.948332303988925e-10,20573.63286050941,46889.78893973825,1.0180517209406679e-05,2.3202625733772942e-05
3.375,5.687894951854266e-10,21053.30887279949,47997.56826381771,1.1974900925742484e-05,2.7300512622904926e-05
3.385,6.528128870800108e-10,21540.39797452099,49122.86581404882,1.4061849390599464e-05,3.206803985371317e-05
3.395,7.481338808523962e-10,22034.84057710198,50265.5540905622,1.6485010794911157e-05,3.760536405496833e-05
3.405,8.561152605491428e-10,22536.62669979471,51425.63163189003,1.9293950038993516e-05,4.402626802343977e-05
3.415,9.782642396051436e-10,23045.37674002073,52602.25610209294,2.2544467952990444e-05,5.145890606722898e-05
3.425,1.116245473434581e-09,23561.26041214143,53795.78867332488,2.630015028346626e-05,6.0049305596442195e-05
3.435,1.271895010573113e-09,24084.13279182277,55005.92001890468,3.063248833189968e-05,6.996175522402858e-05
3.445,1.4472352292868854e-09,24613.78472771239,56232.1966220187,3.562193638402888e-05,8.138121597157247e-05
3.455,1.6444908073119797e-09,25150.17879078153,57474.52882394744,4.135923782369295e-05,9.451633430556897e-05
3.465,1.8661057730299306e-09,25692.93940596095,58732.10842922237,4.794574255157192e-05,0.0001096003266019917
3.475,2.1147616869171675e-09,26243.79380558675,60008.61929041585,5.5499369659408944e-05,0.0001269039289601699
3.485,2.3933970025163503e-09,26800.82862675038,61299.96617494646,6.414502290021875e-05,0.00014671515529747053
3.495,2.70522765646572e-09,27362.25135885421,62602.25771335397,7.402111911913914e-05,0.00016935335892335958
3.505,3.053768937272677e-09,27929.55927987425,63918.70651939072,8.529042056059582e-05,0.00019519296047956392
3.515,3.4428586825351243e-09,28502.1131783991,65247.85066509282,9.812874782685013e-05,0.00022463912917906998
3.525,3.876681854179497e-09,29079.89225352237,66589.67284871405,0.0001127334906207251,0.0002581469764083589
