,EPDL97 Energy [keV],S08 EPDL97 EA [cm^2],S09 EPDL97 EA [cm^2],S10 EPDL97 EA [cm^2],S08+S09+S10 EA [cm^2]
174,7.62525,1.6641858459139809,1.5513135889539298,1.4035703741606778,4.619069809028589
175,7.66333,1.6597032034761428,1.547468967414418,1.40062751992517,4.607799690815731
176,7.7014,1.6551963567054868,1.5436045509127463,1.3976694571406416,4.596470364758875
177,7.7394799999999995,1.650691930368113,1.5397401344110748,1.3947094932874857,4.585141558066674
178,7.77755,1.646185083597457,1.5358757179094031,1.3917476283657022,4.573808429872562
179,7.8156300000000005,1.6416830776933646,1.5320113014077315,1.388787664512546,4.562482043613642
180,7.85371,1.6371786513559905,1.5281468849060598,1.3858277006593902,4.55115323692144
181,7.89178,1.6326790658851802,1.524284667844628,1.382867736806234,4.5398314705360425
182,7.92986,1.6281794804143694,1.5204224507831965,1.3799077729530782,4.528509704150644
183,7.96794,1.623679894943559,1.5165624331620047,1.3769478090999223,4.517190137205486
184,8.00601,1.619185150339312,1.512702415540813,1.3739878452467662,4.505875411126891
185,8.04409,1.614690405735065,1.5088423979196213,1.3710278813936103,4.494560685048297
186,8.08216,1.610195661130818,1.5049845797386698,1.3680679175404544,4.483248158409942
187,8.120239999999999,1.6057057573931344,1.5011289609979581,1.365109854755926,4.471944573147018
188,8.15832,1.6012182740887326,1.4972733422572464,1.3621517919713977,4.4606434083173765
189,8.19639,1.596730790784331,1.4934199229567748,1.3591937291868692,4.449344442927975
190,8.23447,1.5922481483464928,1.489568703096543,1.3562375674709684,4.438054418914004
191,8.272540000000001,1.5877679263419366,1.4857174832363114,1.35327950468644,4.426764914264688
192,8.31062,1.5832901247706619,1.4818684628163197,1.3503252440391667,4.415483831626148
193,8.348700000000001,1.5786549950360722,1.4778830771014482,1.347253117136983,4.403791189274504
194,8.38677,1.5738189693390956,1.4737129384064172,1.3440327068818474,4.39156461462736
195,8.424850000000001,1.568982943642119,1.4695449991516263,1.3408084944894567,4.379336437283202
196,8.46293,1.5641469179451424,1.4653748604565953,1.3375842820970658,4.367106060498804
197,8.501,1.5593108922481658,1.4612047217615642,1.334360069704675,4.354875683714405
198,8.53908,1.554477286984471,1.4570367825067734,1.3311339562436566,4.342648025734901
199,8.57715,1.5496436817207762,1.4528666438117424,1.3279059417140104,4.3304162672465285
200,8.61523,1.5448100764570816,1.4486965051167113,1.3246779271843643,4.318184508758157
201,8.65331,1.5399788916266681,1.4445263664216803,1.3214499126547183,4.305955170703067
202,8.691379999999999,1.5351307637632827,1.4403430310852094,1.3182085906446794,4.293682385493171
203,8.72946,1.5302584315670797,1.4361377013463383,1.3149482579483642,4.281344390861783
204,8.76754,1.5253885198041583,1.4319301721672275,1.3116879252520492,4.269006617223435
205,8.80561,1.520518608041237,1.4277248424283566,1.3084256914871066,4.2566691419567
206,8.84369,1.5156511167115974,1.4235217121297257,1.305163457722164,4.244336286563486
207,8.88176,1.5107860458152393,1.4193185818310947,1.3019012239572214,4.232005851603556
208,8.91984,1.5059209749188818,1.415115451532464,1.2986389901922788,4.219675416643625
209,8.95792,1.5010607448890874,1.4109145206740727,1.2953767564273362,4.207352021990496
210,8.995989999999999,1.496200514859293,1.406713589815682,1.292112621593766,4.195026726268741
211,9.03407,1.4913451256960624,1.402514858397531,1.2888503878288233,4.182710371922417
212,9.07214,1.4864897365328316,1.3983183264196202,1.2855881540638807,4.170396217016332
213,9.11022,1.4816391882361644,1.3941217944417093,1.282325920298938,4.158086902976812
214,9.148299999999999,1.476791060372779,1.3899274619040383,1.2790655876026231,4.14578410987944
215,9.18637,1.4719453529426754,1.3857353288066074,1.2758033538376805,4.133484035586964
216,9.224450000000001,1.4671020659458534,1.3815453951494163,1.2725430211413653,4.121190482236635
217,9.26253,1.4622636198155952,1.3773554614922252,1.2692826884450505,4.108901769752871
218,9.300600000000001,1.4574275941186183,1.3731699267155144,1.2660223557487353,4.096619876582868
219,9.33868,1.4525939888549235,1.3689865913790435,1.262763924121048,4.084344504355015
220,9.37675,1.4477652244577923,1.3648032560425727,1.2595054924933606,4.072073972993726
221,9.41483,1.442938880493943,1.3606243195865817,1.256247060865673,4.059810260946198
222,9.45291,1.438117377396657,1.3564475825708306,1.2529905303066131,4.0475554902741
223,9.49098,1.4333007151659345,1.3522730449953195,1.249735900816181,4.035309660977435
224,9.52906,1.4284864733684937,1.3481007068600483,1.2464812713257487,4.023068451554291
225,9.567129999999999,1.4235729938065005,1.3438403911151777,1.243150599090213,4.010563984011891
226,9.60521,1.4183956870167944,1.3393425358243876,1.2396241167860353,3.997362339627217
227,9.64329,1.41322080066037,1.334846879973837,1.236097634481858,3.9841653151160648
228,9.68136,1.408050755170509,1.3303534235635268,1.2325711521776803,3.970975330911716
229,9.71944,1.4028807096806482,1.3258621665934565,1.229044669873503,3.9577875461476073
230,9.757520000000001,1.3977155050573509,1.3213709096233863,1.2255181875693255,3.9446046022500627
231,9.79559,1.3925503004340536,1.316879652653316,1.221991705265148,3.9314216583525177
232,9.83367,1.38738993667732,1.3123927945637255,1.2184652229609705,3.918247954202016
233,9.871739999999999,1.3822344137871496,1.3079059364741354,1.214938740656793,3.905079090918078
234,9.90982,1.3770788908969793,1.3034212778247851,1.2114122583526155,3.89191242707438
235,9.947899999999999,1.3719282088733724,1.2989410180559149,1.2078857760484383,3.8787550029777256
236,9.98597,1.3667823677163295,1.2944607582870444,1.2043611948128883,3.865604320816262
237,10.024,1.3616365265592865,1.2899826979584141,1.2008366135773383,3.8524558380950387
238,10.062100000000001,1.3564979467020886,1.2855068370700238,1.1973120323417883,3.8393168161139
239,10.100200000000001,1.3513617872781722,1.2810331756218734,1.1937874511062385,3.826182414006284
240,10.1383,1.3462280482875382,1.276563913054203,1.1902647709393162,3.8130567322810576
241,10.1764,1.341101570596749,1.2720946504865327,1.1867420907723938,3.7999383118556755
242,10.2144,1.33589279817438,1.2675572052714223,1.1831604774780162,3.7866104809238186
243,10.2525,1.3306477192527841,1.2629845690124724,1.1795522492228525,3.773184537488109
244,10.2906,1.325407481197752,1.2584141321937623,1.1759421198990612,3.7597637332905753
245,10.328700000000001,1.3201696635760016,1.2538480942555321,1.1723357927125249,3.746353550544059
246,10.366700000000002,1.3149366868208148,1.2492842557575419,1.1687275644573611,3.732948507035718
247,10.4048,1.3097085509321913,1.2447226166997918,1.1651231383394527,3.7195543059714358
248,10.4429,1.3044852559101314,1.2401653765225216,1.161518712221544,3.706169344654197
249,10.481,1.2992668017546354,1.2356103357854913,1.157916187172263,3.6927933247123894
250,10.519,1.2940507680324207,1.2310596939289413,1.1543136621229817,3.6794241240843437
251,10.5571,1.2888419956100514,1.226511251512631,1.1507149392109561,3.6660681863336384
252,10.5952,1.283638064054246,1.221967207976801,1.1471162162989301,3.652721488329977
253,10.633299999999998,1.2782211343696446,1.217236212020571,1.143365407896697,3.6388227542869127
254,10.671299999999999,1.2727896820853526,1.2124920194229014,1.1396031930826986,3.624884894590952
255,10.7094,1.2673606502343422,1.2077478268252317,1.1358428793373279,3.6109513563969013
256,10.7475,1.2619364592498956,1.2030102325482819,1.1320825655919569,3.597029257390134
257,10.7856,1.2565146886987306,1.198272638271332,1.128322251846586,3.5831095788166487
258,10.8236,1.251097759014129,1.1935372434346223,1.1245638391698427,3.569198841618594
259,10.8617,1.2455210807329309,1.188665483303033,1.1206951645126992,3.554881728548663
260,10.899799999999999,1.2396224848252573,1.183509995380484,1.1165964605516172,3.5397289407573584
261,10.937899999999999,1.2325572400757705,1.1773141722244174,1.1116327703649826,3.5215041826651703
262,10.976,1.2253322467296868,1.1709753854527511,1.1065474117861822,3.50285504396862
263,11.014,1.2163766435871377,1.163105788274048,1.100207347913173,3.479689779774359
264,11.052100000000001,1.2032409521669714,1.151508139888553,1.090764740039939,3.445513832095463
265,11.090200000000001,1.1838097137809214,1.1342843233691504,1.0766321958624427,3.3947262330125145
266,11.1283,1.1571026529498705,1.1105501637393618,1.0570454857923939,3.324698302481626
267,11.1663,1.1226332625841828,1.0798415791085478,1.0315882758003505,3.234063117493081
268,11.2044,1.0876168542968154,1.0485347467324555,1.0054866035435543,3.141638204572825
269,11.2425,1.0547231659975602,1.0190402531141192,0.9807765135221533,3.0545399326338325
270,11.2806,1.0281589107301339,0.9950971466615309,0.9605643518736277,2.9838204092652925
271,11.3186,1.010809244966406,0.9794393315930048,0.9473329142256087,2.9375814907850195
272,11.3567,0.9992734599454899,0.9690139848554272,0.9385138568622237,2.906801301663141
273,11.3948,0.9930432646782137,0.9633834178410394,0.9337744927736444,2.8902011752928978
274,11.4329,0.9903178568029405,0.9609288425332047,0.9317460525480071,2.8829927518841525
275,11.4709,0.9885485200739667,0.9593826360444881,0.9305407750381156,2.8784719311565703
276,11.509,0.9862733127891028,0.9573877437468123,0.9289704923517272,2.872631548887642
277,11.5471,0.9839787420379847,0.9553752559272167,0.9273831000476904,2.8667370980128917
278,11.5852,0.9811758802976951,0.952916281738902,0.9254326036357842,2.8595247656723815
279,11.6232,0.977828421069007,0.9499756301380283,0.9230866849493394,2.8508907361563747
280,11.661299999999999,0.9744809618403191,0.9470327790969147,0.9207388651942671,2.8422526061315008
281,11.699399999999999,0.9711310821783493,0.944089928055801,0.9183891443705672,2.8336101546047177
282,11.7375,0.9677836229496612,0.9411470770146874,0.9160375224782397,2.824968222442588
283,11.7756,0.9640561556957353,0.9378677116168546,0.9134121467035393,2.815336014016129
284,11.813600000000001,0.9601060085798866,0.934394795477902,0.9106270811641215,2.80512788522191
285,11.851700000000001,0.9561631227638832,0.9309284776596695,0.9078439166933314,2.794935517116884
286,11.8898,0.952227498247725,0.927464359281677,0.9050664554284239,2.784758312957826
287,11.9279,0.9482967145981305,0.9240068392244044,0.9022889941635165,2.7745925479860514
288,11.9659,0.9443756126816629,0.920553718047612,0.8995153350358642,2.764444665765139
289,12.004,0.940459351631759,0.9171071951915393,0.8967454780454671,2.7543120248687654
290,12.0421,0.9365503518817002,0.9136650712159468,0.8939775221236976,2.7441929452213447
291,12.080200000000001,0.9323097527720392,0.9099326211286748,0.890973833692107,2.7332162075928212
292,12.1182,0.9280013815304884,0.9061385867146831,0.8879188164075718,2.7220587846527433
293,12.1563,0.9237002715887831,0.9023533500616512,0.884869502328919,2.710923123979353
294,12.1944,0.919406422946923,0.8985725122890994,0.8818239903875216,2.699802925623544
295,12.2325,0.9151222560381899,0.8948004722775076,0.8787841816520069,2.688706909967704
296,12.2705,0.910847770862584,0.8910350305866357,0.8757481750537472,2.677630976502967
297,12.3086,0.9065805469868234,0.8872761872164837,0.8727178716613706,2.6665746058646778
298,12.3467,0.902025291550532,0.8832688070992124,0.8694841539258418,2.654778252575586
299,12.384799999999998,0.8973199692507711,0.8791272611273013,0.8661458774157956,2.642593107793868
300,12.422799999999999,0.8926219082508554,0.8749945129163503,0.8628114030430045,2.6304278242102104
301,12.460899999999999,0.887931108550785,0.8708661635858792,0.8594826318760963,2.6182799040127605
302,12.499,0.8832499905838418,0.8667488114566081,0.8561576628464432,2.606156464886893
303,12.5371,0.878573713483462,0.862635858207817,0.8528402980913006,2.5940498697825793
304,12.5752,0.8733867249606287,0.8580786180305469,0.8491674335027988,2.5806327764939745
305,12.6132,0.8669967810967557,0.8524458515759189,0.8445896602475647,2.5640322929202393
306,12.651299999999999,0.8586438658413672,0.845033737967135,0.8384853288843765,2.5421629326928787
307,12.6894,0.8502715871197246,0.837604028836431,0.8323676900407954,2.520243305996951
308,12.7275,0.8404930366613734,0.8288986443665298,0.8251512335304677,2.494542914558371
309,12.7655,0.825813108807438,0.8157283962094383,0.8140889151865278,2.455630420203404
310,12.803600000000001,0.811181589619138,0.8025933390961867,0.803043706460236,2.4168186351755607
311,12.841700000000001,0.7968477837244956,0.7896914226483744,0.7921505832241513,2.378689789597021
312,12.8798,0.7833296638458098,0.777449338272561,0.7817213207331984,2.3425003228515693
313,12.9178,0.7700051786296657,0.7653656135940271,0.7714080234285285,2.3067788156522213
314,12.9559,0.7579756252192684,0.7543992045574108,0.7619787230356874,2.2743535528123666
315,12.994,0.7520915519112854,0.7490611630949423,0.757438971153005,2.2585916861592326
316,13.0321,0.7463938519659986,0.7438902790907135,0.7530398983487643,2.2433240294054766
317,13.0701,0.7407251972200932,0.7387457883693646,0.7486617372994269,2.2281327228888843
318,13.1082,0.736569313275294,0.7349891444394526,0.7454945569658638,2.2170530146806104
319,13.1463,0.7322827259332791,0.731151121220661,0.7423007616715143,2.2057346088254546
