,Windt Energy [keV],S08 Windt EA [cm^2],S09 Windt EA [cm^2],S10 Windt EA [cm^2],S08+S09+S10 EA [cm^2]
324,13.3367,0.6267227896487231,0.6341514077563905,0.6584997554987664,1.9193739529038798
325,13.3747,0.6185102595236773,0.6269064516058461,0.6525475096257853,1.8979642207553087
326,13.412799999999999,0.6102009120673606,0.6195889139273819,0.6465458359684871,1.8763356619632297
327,13.450899999999999,0.5954483712149721,0.6049032514449336,0.6323220404968667,1.8326736631567724
328,13.489,0.5931828456632353,0.602840176499818,0.6305692552222296,1.826592277385283
329,13.5271,0.5909148996782168,0.6007727026742226,0.6288107667417099,1.8204983690941492
330,13.565100000000001,0.5886421128266346,0.598698630527907,0.6270465750553074,1.814387318409849
331,13.603200000000001,0.5863669055417707,0.5966223589413514,0.6252747790943946,1.8082640435775166
332,13.6413,0.5840868573903434,0.5945394890340759,0.6234972799275988,1.8021236263520182
333,13.6794,0.5815042550786946,0.592188287417521,0.6214973557313753,1.7951898982275911
334,13.7174,0.5782826583806587,0.5892784279800073,0.6190354718586476,1.7865965582193137
335,13.7555,0.5750707434157498,0.5863751668632137,0.6165773901231751,1.7780233004021384
336,13.7936,0.5718660897506863,0.5834785040671399,0.6141231105249578,1.769467704342784
337,13.831700000000001,0.5686711178187498,0.5805862401515461,0.6116726330639957,1.7609299910342917
338,13.8697,0.5654834071866587,0.5777027739969123,0.6092278588089163,1.752414039992487
339,13.9078,0.5621770953237607,0.5747137347107588,0.6066937343283403,1.7435845643628598
340,13.9459,0.5587594435299014,0.5716257206138056,0.6040759628281502,1.7344611269718573
341,13.984,0.5553514734691691,0.5685465042778122,0.6014638945338431,1.7253618722808244
342,14.022,0.5519507647082822,0.5654738862625388,0.5988575294454186,1.7162821804162396
343,14.0601,0.5485621581138042,0.5624100660082254,0.596256867562877,1.7072290916849067
344,14.0982,0.5451808128191713,0.559355043514872,0.5936619088862181,1.6981977652202613
345,14.136299999999999,0.5417195932262402,0.5562274394935987,0.5910061160134764,1.6889531487333151
346,14.174299999999999,0.5382099649676736,0.5530580461077657,0.5883142028368104,1.6795822139122496
347,14.212399999999999,0.5347075980089523,0.5498952510426525,0.5856260917973997,1.6702289408490045
348,14.2505,0.5312173332166398,0.5467434531787392,0.5829474861011269,1.6609082724965059
349,14.2886,0.5277367501574545,0.543598253635546,0.5802726825421092,1.6516076863351097
350,14.3267,0.5242658488313962,0.5404640512935528,0.5776054832576019,1.642335383382551
351,14.364700000000001,0.5207368571065755,0.5372792618260397,0.5748964604632877,1.632912579395903
352,14.4028,0.5171788201823735,0.5340658796354066,0.5721627237768148,1.623407423594595
353,14.4409,0.5136280445580168,0.5308612952057336,0.5694365913648523,1.6139259311286027
354,14.479,0.5100893711000689,0.5276677079772605,0.5667161621587724,1.6044732412361018
355,14.517,0.5065579589419664,0.5244807190695073,0.5640033372272031,1.5950420152386768
356,14.5551,0.503036228516991,0.5213047273629542,0.5612962155015164,1.5856371713814617
357,14.593200000000001,0.49947819159278894,0.5180957440528011,0.5585624788150435,1.5761364144606334
358,14.6313,0.495888689035924,0.5148581680195281,0.5558059293050396,1.5665527863604916
359,14.6693,0.492308868212186,0.511631589187455,0.5530550830009184,1.5569955404005593
360,14.7074,0.4887363086882934,0.508411608676102,0.5503118409713075,1.5474597583357028
361,14.7455,0.48517343089752785,0.505202625365949,0.547576203216207,1.5379522594796837
362,14.7836,0.4816202348398894,0.5020024398167559,0.5448462686669894,1.5284689433236345
363,14.8216,0.47805009574927854,0.4987868581858828,0.5421068287746337,1.518943782709795
364,14.8597,0.4744412297261594,0.4955404843916498,0.5393388728528642,1.5093205869706734
365,14.8978,0.4708420454361673,0.4923007089181368,0.5365766201369775,1.4997193744912816
366,14.9359,0.46725012244602054,0.48907193064582377,0.5338219716956012,1.4901440247874456
367,14.9739,0.46366546075571907,0.48584975069423075,0.5310749275287351,1.4805901389786849
368,15.012,0.4600880603652629,0.48263636850359765,0.5283354876363795,1.47105991650524
369,15.0501,0.45651792127465207,0.4794295846336846,0.525599849881279,1.4615473557896155
370,15.0882,0.4528921122185605,0.4761766125187316,0.5228261907536267,1.4518949154909189
371,15.126299999999999,0.44927356446231426,0.47293023872449863,0.5200601359004848,1.4422639390872978
372,15.164299999999999,0.44566227800591335,0.4696948621314656,0.5173016853218533,1.4326588254592323
373,15.202399999999999,0.4420582528493577,0.46646608385915256,0.5145508390177321,1.4230751757262423
374,15.2405,0.43846148899264736,0.46324610334779953,0.5118056959194937,1.4135132882599406
375,15.2786,0.4348695660025006,0.46003272115716654,0.5090681570957656,1.4039704442554326
376,15.316600000000001,0.4312485978129726,0.4567951451238935,0.5063116075857617,1.3943553505226278
377,15.354700000000001,0.42761310702375394,0.4535487713296605,0.5035474538012473,1.3847093321546617
378,15.3928,0.42398245710109883,0.4503089958561475,0.5007890032226158,1.375080456179862
379,15.4309,0.4203566480450073,0.4470780181435945,0.49804005798712214,1.365474724175724
380,15.4689,0.41673567985547927,0.4438536387517614,0.4952968159575113,1.355886134564752
381,15.507,0.41312197296579656,0.44063585768064834,0.49256117820241085,1.3463190088488557
382,15.5451,0.40950100477626855,0.4374202760497753,0.489827441515938,1.3367487223419818
383,15.583200000000001,0.40584130965423215,0.4341695033750623,0.4870670898686788,1.3270779028979733
384,15.6212,0.4021864553987594,0.4309297279015493,0.48431624356455755,1.3174324268648663
385,15.6593,0.39853402157656836,0.4276943513085163,0.4815711004663191,1.3077994733514038
386,15.6974,0.3948840081876592,0.4244633735959633,0.47883166057396354,1.298179042357586
387,15.7355,0.3912364152320316,0.42124119364437024,0.4761017260247458,1.2885793349011476
388,15.7735,0.3875888222764041,0.4180256120134972,0.4733774946814109,1.2789919289713123
389,15.8116,0.383917024987959,0.4147902354204642,0.4706418569263104,1.2693491173347335
390,15.8497,0.3802258642332596,0.4115438616262312,0.46789671382807196,1.2596664396875628
391,15.887799999999999,0.3765347034785603,0.4083018867124782,0.4651591750043439,1.2499957651953824
392,15.9259,0.37284354272386094,0.40506651011944517,0.4624292404551261,1.2403392932984323
393,15.963899999999999,0.3691499615358798,0.4018333329666522,0.45970500911179124,1.2306883036143232
394,16.002,0.3654563803478987,0.39860675413457913,0.4569883820429666,1.2210515165254443
395,16.0401,0.3617603787266358,0.3953845741829861,0.4542774581800248,1.2114224110896468
396,16.078200000000002,0.3580232297395828,0.39213380150827315,0.45154752363080713,1.2017045548786631
397,16.1162,0.3542788194526845,0.38888082939332014,0.44881758908158936,1.191977237927594
398,16.1543,0.3505271478659409,0.3856300567186071,0.446095258806882,1.18225246339143
399,16.1924,0.34677305584591556,0.3823836829243742,0.443380532806685,1.1725372715769748
400,16.2305,0.34301170252604485,0.3791417080106212,0.4406715100123708,1.1628249205490369
401,16.2685,0.3392479287728924,0.3759019325371082,0.4379681904239393,1.1531180517339399
402,16.3066,0.3354720528533311,0.3726621570635952,0.4352724751100182,1.1434066850269446
403,16.3447,0.33165018870141616,0.3693893899864823,0.4325520459039385,1.133591624591837
404,16.3828,0.32782106324965593,0.3661188223496093,0.42983922097236904,1.1237791065716343
405,16.4208,0.3239798356314868,0.3628482547127364,0.42713400031530996,1.113962090659533
406,16.4589,0.3201313467134724,0.3595798865161034,0.4244325817955061,1.104143815025082
407,16.497,0.31627075562904916,0.3563115183194705,0.42173876755021256,1.0943210414987323
408,16.5351,0.31239806237821705,0.35304315012283755,0.4190525575794294,1.084493770080484
409,16.5731,0.30850842609441254,0.3497703830457246,0.4163663476086462,1.0746451567487834
410,16.6112,0.30457038114497265,0.34646682380525173,0.41366302802021476,1.0647002329704391
411,16.6493,0.30061539316256036,0.34316106512453887,0.4109654116376661,1.0547418699247655
412,16.6874,0.2966458825804575,0.339850907563346,0.4082715973923725,1.044768387536176
413,16.7255,0.29266184939866396,0.3365407500021532,0.4055853874215894,1.0347879868224066
414,16.7635,0.28865845275061625,0.33322619356048033,0.402904880656689,1.0247895269677856
415,16.801599999999997,0.28463811306959613,0.3299094376785675,0.40023007709767133,1.014777627845835
416,16.8397,0.2805959894890402,0.3265860834759347,0.3975571746072813,1.004739247572256
417,16.8778,0.27649819594300346,0.32322533878922194,0.39486526143061534,0.9945887961628408
418,16.9158,0.2723786184974308,0.31986019522202924,0.3921790514598322,0.9844178651792923
419,16.9539,0.26823967758560396,0.31648625389387647,0.3894985446949318,0.9742244761744121
420,16.992,0.26407653234095946,0.3131079136852438,0.38682184006728654,0.9640062860934897
421,17.030099999999997,0.2598940236300608,0.3097207757156511,0.3841508386455241,0.953765637991236
422,17.068099999999998,0.2556873105863444,0.30632483998509846,0.3814836393610168,0.9434957899324596
423,17.1062,0.2514588136430921,0.30292010649358575,0.3788221432823923,0.93320106341907
424,17.144299999999998,0.2471746467343591,0.29947358363751325,0.37614163651749194,0.9227898668893644
425,17.1824,0.24286627549280837,0.29601606358024074,0.3734630308212191,0.9123453698942682
426,17.2204,0.23853587830839354,0.29254534688152817,0.37078822726220145,0.9018694524521231
427,17.2585,0.2341856335710682,0.2890614335413757,0.368117225840439,0.8913642929528829
428,17.296599999999998,0.22981529923750418,0.2855643235597833,0.3654500265559317,0.8808296493532191
429,17.3347,0.2254277798276396,0.28205181749651087,0.3627866294086796,0.87026622673283
430,17.372700000000002,0.22102476964477166,0.27852391535155846,0.36012703439868265,0.8596757193950127
431,17.4108,0.21658763135263076,0.2749586227225262,0.35745413190829267,0.8490003859834496
432,17.448900000000002,0.2121294352909385,0.27136693681061397,0.35477552621201985,0.8382718983135724
433,17.487,0.20766543018936998,0.26775545593654176,0.3521007226530022,0.8275216087789139
434,17.5251,0.20319827852453515,0.2641241801003096,0.34942782016261215,0.8167502787874569
435,17.5631,0.19873330524965388,0.2604709098616775,0.34675681874084974,0.8059610338521811
436,17.601200000000002,0.19427535123128978,0.2567978446608854,0.3440896194563424,0.7951628153485176
437,17.6393,0.18982877324935,0.2531027850576934,0.34142242017183516,0.7843539784788786
438,17.677400000000002,0.18539260313052183,0.24937473385090142,0.33875141875007264,0.7735187557314959
439,17.715400000000002,0.18096078979160085,0.24560489327954957,0.3360652087792895,0.7626308918504399
440,17.7535,0.1765587477820456,0.24180865942531776,0.33337899880850635,0.7517464060158697
441,17.7916,0.1721934963583733,0.23798603228820603,0.33069468990635076,0.7408742185529301
442,17.8297,0.16787060251713196,0.23414141074869432,0.3280103810041952,0.7300223942700215
443,17.8677,0.1635966014281824,0.2302681964860627,0.3253260721020396,0.7191908700162848
444,17.9058,0.15937681804474443,0.2263707883807911,0.322641763199884,0.7083893696254195
445,17.943900000000003,0.15521754549335076,0.2224491864328796,0.3199555532291009,0.6976222851553313
446,17.982,0.15110837591088971,0.21848315579212016,0.3172522336406694,0.6868437653436792
447,18.02,0.147065284157021,0.21448633298800077,0.31454321084635517,0.676094827991377
448,18.0581,0.14309843605152806,0.21046751578148146,0.3118303859147858,0.6653963377477954
449,18.0962,0.13921194633098985,0.2064289036128022,0.30911756098321636,0.6547584109270084
450,18.1343,0.13540799338536003,0.20237181614610694,0.3063990328457642,0.6441788423772312
451,18.1723,0.1316902078645612,0.19829933259773175,0.303680504708312,0.633670045170605
452,18.2104,0.12806052611521881,0.19421475212803657,0.30095627336497704,0.6232315516082325
453,18.2485,0.12451822200734831,0.19011807473702141,0.29822633881575933,0.612862635560129
454,18.2866,0.12105458198113535,0.1859961037832463,0.295471690374383,0.6025223761387646
455,18.3246,0.117683402506286,0.1818750126055672,0.2927113387271238,0.592269753838977
456,18.3627,0.11440468358280027,0.17775920008446408,0.28994718494260946,0.5821110686098738
457,18.4008,0.11121745703736545,0.17365394487651298,0.28717542688358483,0.5720468287974633
458,18.4389,0.10812196491330972,0.1695658453024338,0.28439606455004984,0.5620838747657934
459,18.477,0.105116754950664,0.16549996007477857,0.28161099901063197,0.5522277140360745
460,18.515,0.10220013284613108,0.16146244762621928,0.27881452705944865,0.542477107531799
461,18.553099999999997,0.09936774181980373,0.15745330795675594,0.2760028465592447,0.5328238963358043
462,18.5912,0.09661546713510301,0.15347386073053254,0.27316835323550953,0.5232576811011451
463,18.6293,0.09394766557193603,0.14954214135751703,0.2703224535000089,0.5138122604294619
464,18.6673,0.09136288487033378,0.14566474815842942,0.2674670484213703,0.5044946814501335
465,18.7054,0.08885822051035812,0.14184629995777365,0.26459643479371103,0.4953009552618428
466,18.7435,0.08643173614538363,0.13809207541212576,0.2617144147542862,0.4862382263117956
467,18.781599999999997,0.08408125338545672,0.13440647340196574,0.25881718616584065,0.4773049129532631
468,18.819599999999998,0.08180459384062379,0.13079367286374954,0.2559047490283744,0.4685030157327477
469,18.8577,0.07959619051433678,0.12724971480504518,0.2529656969301219,0.45981160224950385
470,18.895799999999998,0.07745434910329844,0.12377877816230867,0.25000002987108316,0.45123315713669027
471,18.9339,0.07537979573749333,0.120389880640524,0.24701535212576853,0.44278502850378587
472,18.9719,0.073370594070296,0.11708456184785913,0.24401356476280558,0.43446872068096076
473,19.01,0.07142456571175286,0.11386414144845809,0.24098896457631158,0.42627767173652253
474,19.048099999999998,0.06953929022858217,0.11072927927439287,0.23794345263491412,0.41821202213788916
475,19.0862,0.06771283127415847,0.10767975538163946,0.23487702893861315,0.4102696155944111
476,19.124200000000002,0.06594325250185637,0.10471578971422185,0.23178589135015357,0.4024449335662318
477,19.1623,0.06422619713176869,0.10183188367154007,0.22866053452639734,0.3947186153297061
478,19.200400000000002,0.06256021290392635,0.09902803725359413,0.22549905739871695,0.38708730755623744
479,19.2385,0.060945783904985715,0.09630754962074402,0.2223109653102503,0.37956429883598003
480,19.2766,0.05938073174499319,0.09366888116482171,0.21909435719236983,0.3721439701021847
481,19.3146,0.05786336212065154,0.09111049227765923,0.2158511341137031,0.36482498851201384
482,19.352700000000002,0.0563922227719917,0.08863062340706458,0.21257749393699493,0.35760034011605124
483,19.3908,0.054965377352388246,0.08622729505682178,0.20927533773087295,0.350468010140083
484,19.428900000000002,0.053581373601872116,0.08389852773071481,0.20594086335808195,0.34342076469066884
485,19.466900000000003,0.052237791087161554,0.08163992254826369,0.20257026868136677,0.336447982316792
486,19.505,0.050932209374974786,0.07944840029313241,0.19915594942621706,0.3295365590943242
487,19.5431,0.049665354595296335,0.077325940461537,0.1957131141416535,0.3227044091984868
488,19.5812,0.04843601653148531,0.07526990372518944,0.19224176282767608,0.31594768308435084
489,19.6192,0.047242500880244495,0.07327831058787375,0.1887398043087945,0.3092606157769128
490,19.6573,0.04608383946826117,0.07134918155337391,0.18521180114971494,0.30264482217135
491,19.695400000000003,0.044958822078894435,0.06948031718144995,0.18165870388475122,0.2960978431450956
492,19.7335,0.043866238495503425,0.06766995791990986,0.17808317400998197,0.28961937042539526
493,19.7715,0.042804636458119084,0.06591524449644164,0.17448616205972092,0.28320604301428165
494,19.8096,0.04177135349013144,0.06421155808654133,0.1708585429045557,0.2768414544812285
495,19.8477,0.04076759980818139,0.0625606582424009,0.16721932723076222,0.2705475852813445
496,19.8858,0.03979216519562805,0.060960785411828346,0.16357307760304662,0.264326028210503
497,19.9238,0.03884408147915872,0.05940974015458369,0.15992492690670346,0.25817874854044587
498,19.9619,0.03792238048546068,0.05790620280652294,0.15628038824075272,0.25210897153273637
499,20.0,0.0370263360845494,0.056448413815454096,0.1526457351316654,0.2461204850316689
