,Windt Energy [keV],S08 Windt EA [cm^2],S09 Windt EA [cm^2],S10 Windt EA [cm^2],S08+S09+S10 EA [cm^2]
110,5.18838,1.8689787058845464,1.7253508962642738,1.534468454513314,5.128798056662134
111,5.22645,1.865590099290068,1.72249162395228,1.5323449608562971,5.120426684098645
112,5.26453,1.8621337205637005,1.7195707673135663,1.530172039414963,5.11187652729223
113,5.3026,1.8586894440037418,1.7166609078760526,1.528008623316767,5.103358975196562
114,5.34068,1.855160452278921,1.7136762674703792,1.5257843730224878,5.0946210927717885
115,5.378760000000001,1.8516387218539454,1.7107004248256654,1.523567727002719,5.08590687368233
116,5.41683,1.8480613214634893,1.707671795615192,1.5213092574731435,5.077042374551825
117,5.45491,1.844464557606779,1.7046299697632785,1.5190393815318022,5.06813390890186
118,5.49299,1.8408387485506874,1.7015595511882453,1.5167466927669297,5.059144992505862
119,5.53106,1.8371717921288058,1.6984517421291319,1.514425487972644,5.050049022230581
120,5.56914,1.8334999948403605,1.6953439330700186,1.5121023821097301,5.040946310020109
121,5.60721,1.8297604254200257,1.6921723402439455,1.5097279473938716,5.031660713057843
122,5.64529,1.8260281172995365,1.6890095451788323,1.5073611169525234,5.022398779430892
123,5.68337,1.8222377187802845,1.6857961629881992,1.5049543640699958,5.012988245838479
124,5.721439999999999,1.818432797661342,1.6825695841561261,1.5025362047757025,5.00353858659317
125,5.75952,1.8146060926428635,1.6793232103618931,1.5001028369323888,4.994032139937145
126,5.7976,1.8107309789587498,1.6760328477628603,1.4976333487851508,4.984397175506761
127,5.83567,1.8068631265744808,1.6727490834845475,1.4951676627751678,4.974779872834196
128,5.87375,1.802925081625041,1.6694059343197545,1.4926544500494954,4.964985465994291
129,5.91182,1.7989870366756011,1.666058386274482,1.4901412373238228,4.955186660273906
130,5.9498999999999995,1.7950199465267802,1.662688843826809,1.4876052117746192,4.9453140021282085
131,5.987979999999999,1.791009288578887,1.6592819108950567,1.4850406701960017,4.9353318696699455
132,6.026050000000001,1.7870058919308394,1.6558771774035437,1.4824799307546392,4.925363000089022
133,6.0641300000000005,1.7829371435841839,1.6524174579060313,1.4798716645975873,4.915226266087803
134,6.1022,1.7788659748042466,1.648953339528039,1.4772595963032802,4.905078910635566
135,6.14028,1.7747730221247733,1.6454694261878864,1.4746342205285798,4.89487666884124
136,6.17836,1.7706340812129466,1.641945922923414,1.4719746255185828,4.884554629654944
137,6.21643,1.7664975607344016,1.6384268185394215,1.4693169315772134,4.874241310851037
138,6.25451,1.7623126315902213,1.6348615259103891,1.46662311733192,4.86379727483253
139,6.292590000000001,1.7581107594130683,1.631280837199677,1.463917896674861,4.853309493287606
140,6.33066,1.7539064668026336,1.6276979490487247,1.4612088738805467,4.842813289731905
141,6.36874,1.7496392429268732,1.6240600748917726,1.458456126507798,4.832155444326444
142,6.40681,1.7453744394843942,1.6204265996153004,1.4557052802036767,4.821506319303371
143,6.44489,1.7410854317090976,1.6167689304961883,1.4529354232132796,4.8107897854185655
144,6.48297,1.7367601174345746,1.6130760703332363,1.4501370501934687,4.79997323796128
145,6.52104,1.7324348031600516,1.6093876090507642,1.4473405782422852,4.789162990453101
146,6.55912,1.7280683415197382,1.6056595578439723,1.4445117881244331,4.778239687488144
147,6.597189999999999,1.7236800959798892,1.6019139111152603,1.4416696905261877,4.767263697621337
148,6.63527,1.7192966913066037,1.5981704638267884,1.4388275929279422,4.756294748061334
149,6.67335,1.7148551962345555,1.5943764294127967,1.4359436718198897,4.745175297467242
150,6.71142,1.710408860295944,1.5905779961183248,1.4330559485745822,4.734042804988851
151,6.7495,1.7059601039240506,1.5867751639433731,1.4301663242606468,4.72290159212807
152,6.78758,1.7014556775866765,1.5829217446429016,1.4272329753682773,4.711610397597855
153,6.8256499999999996,1.6969512512493024,1.5790705247826697,1.424301527544535,4.700323303576507
154,6.863729999999999,1.6924371431788012,1.5752105071614781,1.421360574377655,4.689008224717934
155,6.901800000000001,1.6878746264426645,1.5713065007354867,1.4183854019754782,4.67756652915363
156,6.9398800000000005,1.6833145301398098,1.567404693749735,1.4154102295733018,4.666129453462847
157,6.97796,1.6787399112372645,1.5634874906823033,1.4124236507593595,4.654651052678927
158,7.01603,1.674121724535647,1.559532897130792,1.4094028527101206,4.643057474376559
159,7.05411,1.6695059582673115,1.5555783035792805,1.4063858567981369,4.631470118644729
160,7.09218,1.6648708285327218,1.551608313946089,1.403351751268505,4.619830893747316
161,7.13026,1.660196971865624,1.5476031332690576,1.4002891297094593,4.608089234844141
162,7.16834,1.6555255356318077,1.5435979525920265,1.397228409219041,4.596351897442875
163,7.20641,1.650837156365019,1.539579575273555,1.3941524801796021,4.5845692118181764
164,7.24449,1.6461100501657222,1.5355238074710036,1.3910480351107495,4.572681892747475
165,7.28257,1.641385364399707,1.5314702391086925,1.3879435900418966,4.560799193550296
166,7.32064,1.636646156034001,1.5274034741049414,1.3848277385612784,4.548877368700221
167,7.35872,1.631868220735787,1.5233015180573504,1.3816833710512464,4.536853109844384
168,7.39679,1.6270927058708549,1.5192017614499989,1.3785371024725865,4.52483156979344
169,7.43487,1.622309929706077,1.5150932070816878,1.3753851306880442,4.512788267475809
170,7.47295,1.6174811653089458,1.5109450627890568,1.372198939668205,4.5006251677662075
171,7.51102,1.6126548213450964,1.5067969184964258,1.369012748648366,4.488464488489888
172,7.5491,1.6078284773812468,1.502650973644035,1.365826557628527,4.4763060086538085
173,7.58717,1.6029513043184802,1.4984544416661238,1.3626004441675086,4.464006190152112
174,7.62525,1.5980741312557134,1.4942623085686928,1.35937433070649,4.451710770530896
175,7.66333,1.5931993786262284,1.4900679760310218,1.3561463161768441,4.439413670834094
176,7.7014,1.5882834786309534,1.485838452449511,1.3528897856177844,4.4270117166982486
177,7.7394799999999995,1.5833627377691148,1.4816023305472803,1.3496237497155865,4.414588818031982
178,7.77755,1.5784419969072765,1.4773662086450494,1.3463596148820163,4.402167820434342
179,7.8156300000000005,1.5734946312793383,1.4731058929001786,1.343072667224915,4.389673191404432
180,7.85371,1.5685254817518646,1.4688257821931479,1.3397686099501653,4.377119873895178
181,7.89178,1.5635587526576722,1.4645456714861171,1.3364664537440434,4.364570877887832
182,7.92986,1.5585799213970712,1.4602567630181265,1.3331528911261559,4.351989575541354
183,7.96794,1.5535672040705253,1.4559326635062957,1.3298108124788546,4.339310680055675
184,8.00601,1.5485569071772616,1.451610763434705,1.326468733831553,4.326636404443519
185,8.04409,1.5435466102839974,1.4472910628033544,1.3231285562528796,4.313966229340232
186,8.08216,1.538495166024943,1.4429317722476838,1.319754159438909,4.3011810977115355
187,8.120239999999999,1.5334413013326074,1.4385702822517732,1.3163759604876837,4.288387544072064
188,8.15832,1.5283898570735532,1.4342087922558626,1.312997761536458,4.275596410865874
189,8.19639,1.523319049348245,1.4298297067380321,1.309602452967584,4.262751209053861
190,8.23447,1.5182240372901188,1.4254286268178016,1.3061881337124346,4.2498407978203545
191,8.272540000000001,1.513129025231993,1.4210275468975713,1.302771913388657,4.236928485518222
192,8.31062,1.5080388540404304,1.4166286664175807,1.2993575941335074,4.224025114591519
193,8.348700000000001,1.5029051150497963,1.4121879965730302,1.295909055643061,4.211002167265887
194,8.38677,1.4977713760591618,1.4077495261687196,1.292458616083987,4.197979518311868
195,8.424850000000001,1.492642477935091,1.4033132552046494,1.2890081765249133,4.1849639096646545
196,8.46293,1.4874942163447662,1.398857189278419,1.2855425284168185,4.171893934040003
197,8.501,1.4823217504216235,1.3943813283900286,1.282057869622448,4.1587609484341
198,8.53908,1.4771517049317628,1.3899054675016385,1.2785732108280776,4.145630383261479
199,8.57715,1.4719865003084653,1.385434005493728,1.2750866509650796,4.132507156767273
200,8.61523,1.4667849891859415,1.3809273524419776,1.2715734761412951,4.119285817769215
201,8.65331,1.461581057630136,1.3764184999499876,1.2680564991802556,4.106056056760379
202,8.691379999999999,1.4563819669408937,1.371911846898237,1.264539522219216,4.092833336058346
203,8.72946,1.4511731945185244,1.3673963960855269,1.2610149409836662,4.0795845315877175
204,8.76754,1.4459353768967742,1.3628523525496967,1.25746374478733,4.066251474233801
205,8.80561,1.4406975592750235,1.3583083090138663,1.2539125485909939,4.0529184168798835
206,8.84369,1.4354645825198367,1.3537686643585163,1.2503613523946577,4.039594599273011
207,8.88176,1.4302122422983958,1.3492092247410061,1.2467949476493008,4.026216414688703
208,8.91984,1.4249429590439824,1.3446343890418162,1.2432133343549232,4.012790682440722
209,8.95792,1.4196785166561325,1.340061752782866,1.2396298199919182,3.9993700894309168
210,8.995989999999999,1.4144164947015645,1.3354913159641557,1.2360482066975407,3.985956017363261
211,9.03407,1.409125427547615,1.3308922864223258,1.2324418795110044,3.972459593480945
212,9.07214,1.4038270990938204,1.3262866585597757,1.2288279480499578,3.9589417057035536
213,9.11022,1.3985336115065892,1.3216832301374655,1.2252140165889114,3.945430858232966
214,9.148299999999999,1.39324254435264,1.3170842005956356,1.2216019861964924,3.931928731144768
215,9.18637,1.387915170699464,1.3124499800099656,1.2179595387060318,3.9183246894154613
216,9.224450000000001,1.3825902174795697,1.3078157594242954,1.214315190146944,3.904721167050809
217,9.26253,1.3772701051262393,1.3031837382788656,1.2106708415878558,3.8911246849929606
218,9.300600000000001,1.3719524132061904,1.2985539165736755,1.2070283940973954,3.8775347238772615
219,9.33868,1.3665959943536332,1.2938867043844058,1.2033517273716383,3.863834426109677
220,9.37675,1.3612444163676396,1.2892238910756157,1.199676961714509,3.8501452691577644
221,9.41483,1.3558976792482096,1.2845654766473056,1.196004097126007,3.8364672530215223
222,9.45291,1.3505533625620612,1.2799048627787557,1.1923293314688779,3.822787556809695
223,9.49098,1.3451727393766861,1.275211257306606,1.188624148713707,3.809008145396999
224,9.52906,1.3397945366245931,1.270522050714936,1.1849208670271636,3.795237454366693
225,9.567129999999999,1.3344235951723455,1.2658350435635062,1.1812175853406206,3.7814762240764725
226,9.60521,1.3290550741533793,1.2611502358523163,1.1775143036540772,3.7677196136597733
227,9.64329,1.3236478262019051,1.2564280376570465,1.173778703800865,3.7538545676598165
228,9.68136,1.3182454191169943,1.251710238342257,1.1700431039476527,3.7399987614069037
229,9.71944,1.3128502733319287,1.246996837907947,1.166309405163068,3.7261565164029435
230,9.757520000000001,1.307459968413427,1.242285636913877,1.162577607447111,3.712323212774415
231,9.79559,1.3020285161291347,1.2375370454357275,1.1588134915644848,3.6983790531293472
232,9.83367,1.2966019047114064,1.2327928528380576,1.1550493756818587,3.684444133231323
233,9.871739999999999,1.2911801341602414,1.2280508596806279,1.1512871608678603,3.6705181547087298
234,9.90982,1.2857680453422036,1.223315464843918,1.1475249460538617,3.656608456239983
235,9.947899999999999,1.2803293317580662,1.2185558761645683,1.1437456216222148,3.6426308295448493
236,9.98597,1.2748954590404926,1.2137984869254586,1.139962495053313,3.628656441019264
237,10.024,1.2694664271894822,1.209045496566829,1.1361831706216663,3.6146950943779776
238,10.062100000000001,1.2640446566383172,1.2042969050886791,1.1324038461900192,3.6007454079170156
239,10.100200000000001,1.2585890000212077,1.1995153220069295,1.1285979067975862,3.5867022288257235
240,10.1383,1.2531164003711253,1.19472054228374,1.1247767588561326,3.5726137015109973
241,10.1764,1.2476510620208885,1.18992796200079,1.1209575119833064,3.5585365360049845
242,10.2144,1.2421929849704971,1.1851419800385605,1.1171401661791078,3.5444751311881655
243,10.2525,1.2367155444538513,1.1803384025544108,1.1133057107572608,3.5303596577655227
244,10.2906,1.2311993770046976,1.1754974345861813,1.1094408382373726,3.5161376498282517
245,10.328700000000001,1.2256904708553888,1.1706608654984318,1.1055759657174844,3.501927302071305
246,10.366700000000002,1.2201888260059255,1.1658308947314022,1.1017148953348512,3.4877346160721787
247,10.4048,1.2146920220230255,1.1610053228448527,1.0978557260208455,3.4735530708887232
248,10.4429,1.2091153437418274,1.1561027705499032,1.093931920373502,3.4591500346652326
249,10.481,1.2035435063271926,1.151206816575674,1.0900119168634137,3.44476223976628
250,10.519,1.1979789302124033,1.1463174609221645,1.0860919133533251,3.430388304487893
251,10.5571,1.1924216153974592,1.1414325041491349,1.082175711980492,3.4160298315270863
252,10.5952,1.1867965284506257,1.1364837636091456,1.0782081817547138,3.401488473814485
253,10.633299999999998,1.1811254532714384,1.1314932337045962,1.074202630156384,3.386821317132419
254,10.671299999999999,1.1754592189588147,1.126509302120767,1.0701989796266815,3.3721675007062633
255,10.7094,1.1698002459460362,1.121529769417418,1.066197230165607,3.3575272455290612
256,10.7475,1.164129170766849,1.1165348406323887,1.0621840742927666,3.3428480856920046
257,10.7856,1.158254779191993,1.11136395662816,1.0580226350669746,3.327641370887127
258,10.8236,1.1523876489169824,1.106197471504411,1.05386309690981,3.3124482173312035
259,10.8617,1.1465253595085352,1.1010331858209021,1.0497054598212732,3.2972640051507103
260,10.899799999999999,1.1406679109666518,1.0958732990178732,1.045547822732736,3.282089032717261
261,10.937899999999999,1.134474022198602,1.0904142883422052,1.041148749928495,3.2660370604693023
262,10.976,1.1279727384037677,1.0846891453974974,1.0365310542320818,3.249192938033347
263,11.014,1.1214617728758063,1.0789552046918298,1.0319057542611578,3.232322731828794
264,11.052100000000001,1.1149411256147177,1.0732124662252023,1.0272728500157235,3.2154264418556435
265,11.090200000000001,1.1084107966205021,1.0674587305573746,1.0226304404271513,3.198499967605028
266,11.1283,1.0875539230314895,1.049234168728774,1.0079846077202061,3.1447726994804697
267,11.1663,1.060895270866074,1.026113652925944,0.9895898676796556,3.0765987914716737
268,11.2044,1.0280669342654265,0.9979586184137648,0.9675165598447204,2.9935421125239117
269,11.2425,0.8476865643747942,0.8334118957390001,0.8257386637363927,2.506837123850187
270,11.2806,0.9045377012970095,0.8835833270535318,0.8669329198276173,2.6550539481781588
271,11.3186,0.9046756659940703,0.8837174929081715,0.8671116202786108,2.6555047791808524
272,11.3567,0.9047071316267332,0.8837592822727314,0.8672104758472454,2.65567688974671
273,11.3948,0.9046345186282803,0.8837064957069715,0.8672294865335213,2.655570500868773
274,11.4329,0.9044602474319927,0.8835635320913718,0.8671724544746936,2.655196233998058
275,11.4709,0.9031653156262457,0.8824242220470543,0.8662922597001199,2.65188179737342
276,11.509,0.9002704774212488,0.8798662730479397,0.8642410066509515,2.64437775712014
277,11.5471,0.8973707983496884,0.8773039251683453,0.862180248258645,2.6368549717766787
278,11.5852,0.8944662784115641,0.8747327795277908,0.8601137866604559,2.629312844599811
279,11.6232,0.8915544971735947,0.8721572350067565,0.8580397207877564,2.6217514529681076
280,11.661299999999999,0.8882699692102328,0.8692473755692427,0.8556861978268013,2.6132035426062767
281,11.699399999999999,0.8846562623205502,0.8660449905798097,0.8530912391501424,2.603792492050502
282,11.7375,0.8810498167307128,0.8628492039110965,0.8504981815421111,2.5943972021839206
283,11.7756,0.8774506324407206,0.8596556166826234,0.8479070250027074,2.5850132741260516
284,11.813600000000001,0.8738562890172921,0.8564664283346304,0.8453158684633036,2.575638585815226
285,11.851700000000001,0.8700392657319407,0.8530814898052776,0.8425612200219272,2.5656819755591456
286,11.8898,0.8660697551498379,0.8495557871005652,0.8396887053256403,2.5553142475760433
287,11.9279,0.8621099263008619,0.8460410815970528,0.8368218938352362,2.544972901733151
288,11.9659,0.8581597791850132,0.8425307749740205,0.8339588844820873,2.5346494386411207
289,12.004,0.8542193138022915,0.839029266111948,0.8310996772661935,2.5243482571804328
290,12.0421,0.8501215202562549,0.8353869930745158,0.8281226037953893,2.51363111712616
291,12.080200000000001,0.8459002846128478,0.8316369474653239,0.8250542790304608,2.5025915111086325
292,12.1182,0.8416911511358497,0.827893500176852,0.8219916574714149,2.4915763087841167
293,12.1563,0.8374941198252603,0.8241610500895801,0.8189347391182519,2.4805899090330925
294,12.1944,0.83330919068108,0.8204373977632681,0.8158835239709717,2.4696301124153197
295,12.2325,0.8289983990062475,0.8166037734249564,0.8127391564609395,2.458341328892143
296,12.2705,0.8245326996013816,0.812631584351525,0.8094807248332522,2.446645008786159
297,12.3086,0.8200815227962065,0.8086681930390536,0.8062279964114475,2.4349777122467073
298,12.3467,0.8156400277241584,0.804717998368022,0.8029828722641532,2.423340898356334
299,12.384799999999998,0.8112106348185192,0.8007766014579506,0.7997453523913692,2.411732588667839
300,12.422799999999999,0.8066747428484821,0.7967362297370792,0.7964260865675988,2.39983705915316
301,12.460899999999999,0.8018072515188426,0.7924077313447687,0.7928672860967524,2.3870822689603637
302,12.499,0.7969518623556118,0.7880902301536581,0.7893160899004164,2.3743581824096864
303,12.5371,0.7921061549255081,0.7837815267235072,0.7857724979785905,2.3616601796276058
304,12.5752,0.7872701292285315,0.7794816210543166,0.7822365103312751,2.348988260614123
305,12.6132,0.7824462056979639,0.7751905131460859,0.77870812695847,2.3363448458025196
306,12.651299999999999,0.774190107773846,0.7679037676309816,0.7727482768109787,2.3148421522158062
307,12.6894,0.7657984655859492,0.7605070501038775,0.7667104828497563,2.293015998539583
308,12.7275,0.7573003243336546,0.7530289532878937,0.7606137557610786,2.270943033382627
309,12.7655,0.748686002283835,0.7454606794220701,0.754456194476318,2.2486028761822228
310,12.803600000000001,0.739948238136645,0.7378000290661666,0.748235897926847,2.2259841651296584
311,12.841700000000001,0.6240554721722125,0.6326777827955937,0.6579351381163724,1.9146683930841784
312,12.8798,0.6343374727531716,0.6416163079309343,0.665170605312976,1.941124385997082
313,12.9178,0.6437408560528484,0.6497916273029967,0.671797730548751,1.965330213904596
314,12.9559,0.6523285533365686,0.6572609263580206,0.677860238402132,1.9874497180967214
315,12.994,0.6601586550030947,0.6640725927812857,0.6833942491770435,2.007625496961424
316,13.0321,0.6654037339246905,0.668621035197596,0.6870842233831936,2.0211089925054804
317,13.0701,0.6621506715939915,0.6657001785588823,0.6846470534026247,2.0124979035554986
318,13.1082,0.658904870563138,0.6627815213604087,0.6822117844906831,2.00389817641423
319,13.1463,0.6556663308321296,0.6598716619228949,0.6797803177159969,1.9953183104710213
320,13.1844,0.6524350524009664,0.6569640019256212,0.6773507520099382,1.9867498063365259
321,13.2224,0.6492110352696487,0.6540629402490674,0.6749230873725072,1.9781970628912233
322,13.2605,0.6428816022378201,0.6484411709956396,0.670271172440797,1.9615939456742566
323,13.2986,0.6348457637423435,0.641330380699735,0.6644082767933128,1.9405844212353913
