energy(keV),efficiency
0.0,0.004792542951833623
0.10033444816053512,0.005291794177535614
0.20066889632107024,0.005836780460402258
0.3010033444816054,0.006430992299251148
0.4013377926421405,0.007078114540437719
0.5016722408026756,0.007782030237748483
0.6020066889632107,0.008546823883488597
0.7023411371237458,0.009376783935400923
0.802675585284281,0.01027640456261869
0.9030100334448161,0.011250386532954904
1.0033444816053512,0.012303637163519565
1.1036789297658862,0.01344126925698641
1.2040133779264215,0.014668598946852518
1.3043478260869565,0.015991142376795442
1.4046822742474916,0.01741461114177767
1.5050167224080269,0.01894490642191038
1.605351170568562,0.020588111744305415
1.705685618729097,0.022350484313235497
1.8060200668896322,0.02423844485491128
1.9063545150501673,0.026258565930070588
2.0066889632107023,0.028417558675366994
2.1070234113712374,0.030722257943230025
2.2073578595317724,0.03317960581941953
2.307692307692308,0.03579663350789325
2.408026755852843,0.03858044158379226
2.508361204013378,0.04153817862727993
2.608695652173913,0.044677018263571844
2.709030100334448,0.04800413464769393
2.809364548494983,0.05152667644621073
2.9096989966555187,0.0552517393822719
3.0100334448160537,0.05918633742473156
3.1103678929765888,0.06333737271666373
3.210702341137124,0.06771160435321172
3.311036789297659,0.07231561613322357
3.411371237458194,0.07715578342339757
3.511705685618729,0.08223823928753216
3.6120401337792645,0.08756884004680465
3.7123745819397995,0.09315313044961582
3.8127090301003346,0.09899630864129066
3.9130434782608696,0.10510319113465477
4.013377926421405,0.1114781779920605
4.11371237458194,0.11812521843766904
4.214046822742475,0.1250477771255638
4.31438127090301,0.13224880129444583
4.414715719063545,0.1397306890431233
4.51505016722408,0.14749525896264942
4.615384615384616,0.15554372136069328
4.7157190635451505,0.163876651311476
4.816053511705686,0.17249396376030746
4.916387959866221,0.1813948909053873
5.016722408026756,0.19057796207107225
5.117056856187291,0.2000409862762611
5.217391304347826,0.20978103768894668
5.317725752508362,0.219794444143376
5.418060200668896,0.2300767788797311
5.518394648829432,0.24062285564788055
5.618729096989966,0.2514267272966829
5.719063545150502,0.2624816879487031
5.819397993311037,0.27378027883716316
5.919732441471572,0.28531429785771667
6.0200668896321075,0.29707481286236986
6.120401337792642,0.3090521786968173
6.2207357859531776,0.3212360579558382
6.321070234113712,0.33361544540443866
6.421404682274248,0.3461786959853991
