energy[keV],transmission,transmission_lb,transmission_ub
6.70000,0.0371721,0.0315303,0.0438234
6.80000,0.0426445,0.0364214,0.0499309
6.90000,0.0486948,0.0418656,0.0566381
7.00000,0.0550422,0.0476135,0.0636298
7.10000,0.0619874,0.0539410,0.0712342
7.20000,0.0691817,0.0605328,0.0790663
7.30000,0.0769631,0.0677012,0.0874920
7.40000,0.0849591,0.0751053,0.0961058
7.50000,0.0934928,0.0830457,0.105254
7.60000,0.102231,0.0912145,0.114579
7.70000,0.111413,0.0998351,0.124334
7.80000,0.120825,0.108709,0.134291
7.90000,0.130536,0.117901,0.144525
8.00000,0.140545,0.127410,0.155033
8.10000,0.150659,0.137055,0.165613
8.20000,0.161191,0.147132,0.176593
8.30000,0.171658,0.157180,0.187470
8.40000,0.182559,0.167677,0.198762
8.50000,0.193426,0.178172,0.209985
8.60000,0.204446,0.188846,0.221334
8.70000,0.215639,0.199716,0.232831
8.80000,0.226659,0.210446,0.244120
8.90000,0.238111,0.221624,0.255823
9.00000,0.249357,0.232628,0.267289
9.10000,0.260665,0.243717,0.278791
9.20000,0.272083,0.254939,0.290380
9.30000,0.283251,0.265938,0.301691
9.40000,0.294679,0.277215,0.313243
9.50000,0.305939,0.288348,0.324603
9.60000,0.317001,0.299305,0.335743
9.70000,0.328319,0.310535,0.347121
9.80000,0.339335,0.321485,0.358177
9.90000,0.350272,0.332373,0.369135
10.0000,0.361293,0.343362,0.380160
10.1000,0.371999,0.354054,0.390854
10.2000,0.382699,0.364754,0.401527
10.3000,0.393376,0.375447,0.412162
10.4000,0.403733,0.385832,0.422463
10.5000,0.414101,0.396243,0.432763
10.6000,0.424392,0.406589,0.442975
10.7000,0.434361,0.416623,0.452854
10.8000,0.444320,0.426659,0.462712
10.9000,0.454207,0.436633,0.472489
11.0000,0.463775,0.446295,0.481939
11.1000,0.473266,0.455891,0.491304
11.2000,0.482740,0.465478,0.500642
11.3000,0.491900,0.474756,0.509663
11.4000,0.500878,0.483859,0.518496
11.5000,0.509938,0.493052,0.527401
11.6000,0.518691,0.501942,0.535998
11.7000,0.527151,0.510543,0.544300
11.8000,0.535776,0.519316,0.552756
11.9000,0.544130,0.527822,0.560941
12.0000,0.552201,0.536046,0.568843
12.1000,0.560251,0.544254,0.576718
12.2000,0.568218,0.552383,0.584506
12.3000,0.575911,0.560239,0.592021
12.4000,0.583374,0.567864,0.599308
12.5000,0.590964,0.575625,0.606713
12.6000,0.598291,0.583120,0.613857
12.7000,0.605367,0.590364,0.620752
12.8000,0.612396,0.597564,0.627597
12.9000,0.619380,0.604721,0.634395
13.0000,0.626123,0.611636,0.640954
13.1000,0.632636,0.618318,0.647286
13.2000,0.639217,0.625073,0.653681
13.3000,0.645641,0.631670,0.659920
13.4000,0.651843,0.638044,0.665942
13.5000,0.657838,0.644206,0.671758
13.6000,0.663963,0.650506,0.677699
13.7000,0.669876,0.656590,0.683431
13.8000,0.675588,0.662470,0.688966
13.9000,0.681140,0.668187,0.694344
14.0000,0.686780,0.673998,0.699805
14.1000,0.692228,0.679612,0.705077
14.2000,0.697491,0.685039,0.710169
14.3000,0.702603,0.690312,0.715112
14.4000,0.707805,0.695680,0.720142
14.5000,0.712831,0.700868,0.724999
14.6000,0.717689,0.705884,0.729692
14.7000,0.722387,0.710736,0.734229
14.8000,0.727176,0.715684,0.738852
14.9000,0.731818,0.720482,0.743332
15.0000,0.736306,0.725122,0.747662
15.1000,0.740647,0.729612,0.751850
15.2000,0.745017,0.734133,0.756063
15.3000,0.749316,0.738581,0.760207
15.4000,0.753474,0.742885,0.764214
15.5000,0.757497,0.747050,0.768089
15.6000,0.761461,0.751155,0.771907
15.7000,0.765444,0.755282,0.775743
15.8000,0.769298,0.759276,0.779453
15.9000,0.773029,0.763142,0.783043
16.0000,0.776641,0.766887,0.786519
16.1000,0.780301,0.770682,0.790040
16.2000,0.783880,0.774394,0.793482
16.3000,0.787345,0.777989,0.796814
16.4000,0.790702,0.781472,0.800041
16.5000,0.793986,0.784881,0.803198
16.6000,0.797317,0.788339,0.806398
16.7000,0.800543,0.791687,0.809497
16.8000,0.803668,0.794932,0.812499
16.9000,0.806696,0.798079,0.815407
17.0000,0.809701,0.801200,0.818292
17.1000,0.812708,0.804325,0.821179
17.2000,0.815622,0.807353,0.823976
17.3000,0.818448,0.810290,0.826688
17.4000,0.821188,0.813139,0.829317
17.5000,0.823922,0.815982,0.831939
17.6000,0.826646,0.818815,0.834552
17.7000,0.829287,0.821562,0.837085
17.8000,0.831850,0.824228,0.839542
17.9000,0.834337,0.826815,0.841927
18.0000,0.836812,0.829391,0.844300
18.1000,0.839287,0.831967,0.846671
18.2000,0.841688,0.834466,0.848972
18.3000,0.844018,0.836892,0.851205
18.4000,0.846281,0.839249,0.853373
18.5000,0.848512,0.841571,0.855510
18.6000,0.850766,0.843919,0.857669
18.7000,0.852954,0.846198,0.859764
18.8000,0.855080,0.848412,0.861799
18.9000,0.857144,0.850563,0.863776
19.0000,0.859151,0.852655,0.865698
19.1000,0.861201,0.854791,0.867660
19.2000,0.863202,0.856876,0.869574
19.3000,0.865145,0.858902,0.871434
19.4000,0.867034,0.860871,0.873242
19.5000,0.868872,0.862787,0.874999
19.6000,0.870702,0.864695,0.876751
19.7000,0.872542,0.866614,0.878511
19.8000,0.874330,0.868479,0.880221
19.9000,0.876069,0.870293,0.881884
20.0000,0.877761,0.872057,0.883502
20.1000,0.879407,0.873774,0.885076
20.2000,0.881072,0.875511,0.886667
20.3000,0.882711,0.877222,0.888234
20.4000,0.884305,0.878886,0.889759
20.5000,0.885857,0.880505,0.891242
20.6000,0.887368,0.882082,0.892686
20.7000,0.888840,0.883618,0.894092
20.8000,0.890343,0.885188,0.895529
20.9000,0.891811,0.886720,0.896932
21.0000,0.893241,0.888213,0.898297
21.1000,0.894633,0.889666,0.899627
21.2000,0.895989,0.891083,0.900923
21.3000,0.897311,0.892463,0.902186
21.4000,0.898663,0.893874,0.903476
21.5000,0.899982,0.895253,0.904737
21.6000,0.901268,0.896596,0.905965
21.7000,0.902521,0.897905,0.907161
21.8000,0.903743,0.899181,0.908328
21.9000,0.904935,0.900426,0.909466
22.0000,0.906143,0.901689,0.910619
22.1000,0.907334,0.902933,0.911756
22.2000,0.908495,0.904146,0.912865
22.3000,0.909627,0.905329,0.913945
22.4000,0.910732,0.906484,0.915000
22.5000,0.911810,0.907610,0.916028
22.6000,0.912885,0.908734,0.917054
22.7000,0.913962,0.909860,0.918083
22.8000,0.915014,0.910960,0.919086
22.9000,0.916040,0.912032,0.920066
23.0000,0.917042,0.913080,0.921021
23.1000,0.918020,0.914102,0.921955
23.2000,0.918975,0.915101,0.922866
23.3000,0.919950,0.916120,0.923796
23.4000,0.920905,0.917119,0.924707
23.5000,0.921838,0.918095,0.925597
23.6000,0.922749,0.919047,0.926466
23.7000,0.923640,0.919978,0.927315
23.8000,0.924509,0.920888,0.928145
23.9000,0.925368,0.921786,0.928963
24.0000,0.926238,0.922697,0.929794
24.1000,0.927089,0.923586,0.930605
24.2000,0.927920,0.924456,0.931397
24.3000,0.928733,0.925306,0.932172
24.4000,0.929527,0.926137,0.932929
24.5000,0.930304,0.926949,0.933670
24.6000,0.931074,0.927755,0.934404
24.7000,0.931851,0.928569,0.935146
24.8000,0.932612,0.929364,0.935871
24.9000,0.933355,0.930142,0.936579
25.0000,0.934082,0.930903,0.937273
25.1000,0.934794,0.931648,0.937951
25.2000,0.935490,0.932377,0.938615
25.3000,0.936178,0.933096,0.939270
25.4000,0.936875,0.933826,0.939934
25.5000,0.937557,0.934540,0.940585
25.6000,0.938225,0.935239,0.941221
25.7000,0.938879,0.935923,0.941844
25.8000,0.939519,0.936592,0.942454
25.9000,0.940145,0.937248,0.943051
26.0000,0.940759,0.937891,0.943636
26.1000,0.941383,0.938544,0.944231
26.2000,0.941997,0.939187,0.944816
26.3000,0.942599,0.939817,0.945389
26.4000,0.943188,0.940434,0.945951
26.5000,0.943766,0.941039,0.946501
26.6000,0.944332,0.941631,0.947040
26.7000,0.944886,0.942212,0.947568
26.8000,0.945437,0.942789,0.948093
26.9000,0.945992,0.943370,0.948622
27.0000,0.946536,0.943940,0.949140
27.1000,0.947069,0.944498,0.949648
27.2000,0.947592,0.945045,0.950146
27.3000,0.948104,0.945581,0.950634
27.4000,0.948607,0.946108,0.951113
27.5000,0.949099,0.946624,0.951582
27.6000,0.949595,0.947142,0.952053
27.7000,0.950088,0.947658,0.952523
27.8000,0.950571,0.948165,0.952984
27.9000,0.951045,0.948662,0.953435
28.0000,0.951511,0.949149,0.953878
28.1000,0.951967,0.949627,0.954313
28.2000,0.952415,0.950096,0.954740
28.3000,0.952855,0.950557,0.955158
28.4000,0.953297,0.951020,0.955579
28.5000,0.953737,0.951481,0.955998
28.6000,0.954169,0.951933,0.956409
28.7000,0.954592,0.952377,0.956813
28.8000,0.955008,0.952813,0.957209
28.9000,0.955417,0.953241,0.957598
29.0000,0.955818,0.953661,0.957980
29.1000,0.956212,0.954073,0.958355
29.2000,0.956605,0.954485,0.958729
29.3000,0.956999,0.954898,0.959104
29.4000,0.957385,0.955303,0.959472
29.5000,0.957765,0.955701,0.959834
29.6000,0.958138,0.956092,0.960189
29.7000,0.958505,0.956476,0.960538
29.8000,0.958865,0.956853,0.960881
29.9000,0.959219,0.957224,0.961218
30.0000,0.959567,0.957589,0.961549
30.1000,0.959909,0.957947,0.961875
30.2000,0.960246,0.958300,0.962195
30.3000,0.960576,0.958647,0.962510
30.4000,0.960902,0.958987,0.962820
30.5000,0.961222,0.959323,0.963124
30.6000,0.961537,0.959653,0.963424
30.7000,0.961846,0.959977,0.963719
30.8000,0.962151,0.960297,0.964009
30.9000,0.962451,0.960611,0.964294
